Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
67,10.24,1.3,Matic OSOVNIKAR,19-Jan-80,SLO,1h1,Maribor (SLO),23-Jul-05,1125
72,10.25,1.9,Rodney MARTIN,22-Dec-82,USA,1,"Knoxville, TN (USA)",16-Apr-05,1122
72,10.25,1.3,Mark FINDLAY,20-Mar-78,GBR,1,Bedford (GBR),29-May-05,1122
72,10.25,-0.3,Cláudio Roberto SOUZA,14-Oct-73,BRA,1sf1,Cochabamba (BOL),29-May-05,1123
72,10.25,-0.1,Christian MALCOLM,3-Jun-79,GBR,1,Firenze (ITA),17-Jun-05,1122
72,10.25,1.1,Guus HOOGMOED,27-Sep-81,NED,2,Leiria (POR),18-Jun-05,1122
72,10.25,1,Demi OMOLE,29-Jul-85,USA,5sf1,"Carson, CA (USA)",25-Jun-05,1122
72,10.25,1.7,John WOODS,19-Jun-82,USA,5sf2,"Carson, CA (USA)",25-Jun-05,1122
79,10.26,0.7,Kelly WILLIE,7-Sep-82,USA,1h1,"Austin, TX (USA)",8-Apr-05,1118
79,10.26,1.9,Derrick JOHNSON,7-Mar-82,USA,2,"Knoxville, TN (USA)",16-Apr-05,1118
79,10.26,1.5,Greg BOLDEN,30-Jun-84,USA,1h3,"Abilene, TX (USA)",26-May-05,1118
79,10.26,1.9,Freddy MAYOLA,1-Nov-77,CUB,h1,Salamanca (ESP),6-Jul-05,1118
79,10.26,0.1,Bernard WILLIAMS,19-Jan-78,USA,4f2,"Stadio Olimpico, Roma (ITA)",8-Jul-05,1118
79,10.26,0.7,Justyn WARNER,28-Jun-87,CAN,2,Windsor (CAN),30-Jul-05,1118
85,10.27,-3.5,Morne NAGEL,23-Mar-78,RSA,1,Stellenbosch (RSA),11-Mar-05,1136
85,10.27,,Yhann PLUMMER,3-Feb-83,JAM,h,"New Orleans, LA (USA)",10-Apr-05,1115
85,10.27,1.8,Darvis PATTON,4-Dec-77,USA,7,Kingston (JAM),7-May-05,1115
85,10.27,0.9,Kaaron CONWRIGHT,8-Aug-76,USA,5,"Carson, CA (USA)",22-May-05,1115
85,10.27,-0.3,Basílio Emilio DE MORAES JÚNIOR,11-May-82,BRA,2sf1,Cochabamba (BOL),29-May-05,1116
85,10.27,0.8,Pierre BROWNE,14-Jan-80,CAN,2,Kassel (GER),10-Jun-05,1115
85,10.27,,Tlhalosang MOLAPISI,15-Mar-73,BOT,2,Windhoek (NAM),12-Jun-05,1115
85,10.27,-0.8,Kai HU,4-Aug-82,CHN,1,Shijiazhuang (CHN),19-Jun-05,1119
85,10.27,1.9,Leigh JULIUS,25-Mar-85,RSA,1h3,Lapinlahti (FIN),3-Jul-05,1115
85,10.27,2,Tatsuro YOSHINO,11-Sep-82,JPN,1h4,Sapporo (JPN),10-Jul-05,1115
95,10.28,-3.5,Sherwin VRIES,22-Mar-80,RSA,2,Stellenbosch (RSA),11-Mar-05,1133
95,10.28,1.6,Solomon NORMAN,7-Nov-85,USA,,"Waco, TX (USA)",26-Mar-05,1112
95,10.28,-0.3,Marvin ANDERSON,12-May-82,JAM,1h3,"Westwood, CA (USA)",14-May-05,1113
95,10.28,1.3,Brian JOHNSON,5-Mar-80,USA,7,"Palo Alto, CA (USA)",30-May-05,1112
95,10.28,-0.9,Stéphan BUCKLAND,12-Jan-77,MRI,1,Avellino (ITA),15-Jun-05,1117
95,10.28,1.3,Hank PALMER,16-Mar-85,CAN,1,St. Laurent (CAN),22-Jun-05,1112
1,9.85,0.6,Justin GATLIN,10-Feb-82,USA,1,"Olympic Stadium, Athina (GRE)",22-Aug-04,1259
2,9.86,0.6,Francis OBIKWELU,22-Nov-78,POR,2,"Olympic Stadium, Athina (GRE)",22-Aug-04,1255
3,9.87,0.6,Maurice GREENE,23-Jul-74,USA,3,"Olympic Stadium, Athina (GRE)",22-Aug-04,1252
3,9.87,0.2,Asafa POWELL,23-Nov-82,JAM,1,"Boudewijnstadion, Bruxelles (BEL)",3-Sep-04,1252
5,9.88,1.8,Shawn CRAWFORD,14-Jan-78,USA,1,"Eugene, OR (USA)",19-Jun-04,1248
6,9.95,1.8,John CAPEL,27-Oct-78,USA,3,"Eugene, OR (USA)",19-Jun-04,1224
7,9.99,0,Coby MILLER,19-Oct-76,USA,4,"Sacramento, CA (USA)",11-Jul-04,1210
8,10,1.1,Aziz ZAKARI,2-Sep-76,GHA,1f1,Stockholm (SWE),27-Jul-04,1206
8,10,0.6,Kim COLLINS,5-Apr-76,SKN,6,"Olympic Stadium, Athina (GRE)",22-Aug-04,1206
10,10.01,0.8,Leonard SCOTT,19-Jan-80,USA,3sf2,"Sacramento, CA (USA)",11-Jul-04,1203
11,10.04,0,Bernard WILLIAMS,19-Jan-78,USA,6,"Sacramento, CA (USA)",11-Jul-04,1193
12,10.05,0.8,Steve MULLINGS,29-Nov-82,JAM,1,"Atlanta, GA (USA)",5-Jun-04,1189
12,10.05,0.1,Uchenna EMEDOLU,17-Sep-76,NGR,1,Rethymno (GRE),23-Jun-04,1189
14,10.06,1.7,Tyson GAY,9-Aug-82,USA,1,"Austin, TX (USA)",11-Jun-04,1186
14,10.06,1.7,Michael FRATER,6-Oct-82,JAM,2,"Austin, TX (USA)",11-Jun-04,1186
14,10.06,-0.1,Marcus BRUNSON,24-Apr-78,USA,1,Leverkusen (GER),1-Aug-04,1186
17,10.07,1.7,Mardy SCALES,10-Sep-81,USA,3,"Austin, TX (USA)",11-Jun-04,1182
17,10.07,0.6,Deji ALIU,22-Nov-75,NGR,1h1,Herakleion (GRE),4-Jul-04,1182
17,10.07,0.2,Tamunosiki ATORUDIBO,21-Mar-85,NGR,1sf2,Abuja (NGR),8-Jul-04,1182
20,10.08,0.8,Obadele THOMPSON,30-Mar-76,BAR,2h4,"Olympic Stadium, Athina (GRE)",21-Aug-04,1179
21,10.09,2,Christie VAN WYK,12-Oct-77,NAM,1,"Abilene, TX (USA)",20-May-04,1176
21,10.09,1.5,Nobuharu ASAHARA,21-Jun-72,JPN,1h1,Tottori (JPN),6-Jun-04,1176
21,10.09,-1.5,Joshua NORMAN,26-Jul-80,USA,1,"La Jolla, CA (USA)",17-Jun-04,1185
21,10.09,-0.6,Ato BOLDON,30-Dec-73,TTO,1,Port-of-Spain (TTO),19-Jun-04,1179
21,10.09,0.3,Olusoji Adetokunbo FASUBA,9-Jul-84,NGR,1sf1,Abuja (NGR),8-Jul-04,1176
26,10.1,1,Shingo SUETSUGU,2-Jun-80,JPN,1,Tottori (JPN),6-Jun-04,1172
27,10.11,0.6,Aaron EGBELE,29-Jan-79,NGR,1,Fort-de-France (FRA),24-Apr-04,1169
27,10.11,0,Joshua J. JOHNSON,10-May-76,USA,2f1,Osaka (JPN),8-May-04,1169
27,10.11,-0.6,Darrel BROWN,11-Oct-84,TTO,1,Ciudad de México (MEX),22-May-04,1172
27,10.11,0.9,Brendan CHRISTIAN,11-Dec-83,ANT,2h1,"College Station, TX (USA)",28-May-04,1169
27,10.11,1.7,Tyree GAILES,24-Feb-83,USA,4,"Austin, TX (USA)",11-Jun-04,1169
27,10.11,1.6,Ronald POGNON,16-Nov-82,FRA,1h1,Castres (FRA),4-Aug-04,1169
33,10.12,1.6,Darvis PATTON,4-Dec-77,USA,1,Kingston (JAM),7-May-04,1165
33,10.12,0,Mickey GRIMES,10-Oct-76,USA,3f1,Osaka (JPN),8-May-04,1165
33,10.12,1.4,Marc BURNS,7-Jan-83,TTO,1,Naimette-Xhovémont (BEL),3-Aug-04,1165
33,10.12,-0.2,Frank FREDERICKS,2-Oct-67,NAM,1h1,"Olympic Stadium, Athina (GRE)",21-Aug-04,1166
33,10.12,0,Mark LEWIS-FRANCIS,4-Sep-82,GBR,2qf1,"Olympic Stadium, Athina (GRE)",21-Aug-04,1165
33,10.12,0,Dwight THOMAS,23-Sep-80,JAM,2qf1,"Olympic Stadium, Athina (GRE)",21-Aug-04,1165
33,10.12,0.2,Jason GARDENER,18-Sep-75,GBR,5sf2,"Olympic Stadium, Athina (GRE)",22-Aug-04,1165
40,10.13,1.3,Churandy MARTINA,3-Jul-84,AHO,1,Santo Domingo (DOM),1-May-04,1162
40,10.13,0.7,Vicente LENILSON DE LIMA,4-Jun-77,BRA,1,São Paulo (BRA),6-Jun-04,1162
40,10.13,1.5,Pierre BROWNE,14-Jan-80,CAN,1,Victoria (CAN),10-Jul-04,1162
43,10.14,0.3,Christoforos CHOIDES,10-Sep-78,GRE,1,Plovdiv (BUL),19-Jun-04,1159
43,10.14,1.3,Jason SMOOTS,13-Jul-80,USA,1h1,"Provo, UT (USA)",25-Jun-04,1159
43,10.14,-0.4,Brian LEWIS,5-Dec-74,USA,3qf2,"Sacramento, CA (USA)",10-Jul-04,1161
46,10.15,1.9,Korey COOK,7-Jan-80,USA,1h1,"Clemson, SC (USA)",8-May-04,1155
46,10.15,0.7,André Domingos DA SILVA,26-Nov-72,BRA,2,São Paulo (BRA),6-Jun-04,1155
46,10.15,1.7,Demi OMOLE,29-Jul-85,USA,5,"Austin, TX (USA)",11-Jun-04,1155
46,10.15,1.2,Obadiah COOPER,8-Mar-70,USA,1,"Provo, UT (USA)",26-Jun-04,1155
46,10.15,-0.1,Kareem STREETE-THOMPSON,30-Mar-73,CAY,2h3,"Olympic Stadium, Athina (GRE)",21-Aug-04,1155
46,10.15,0.8,Matic OSOVNIKAR,19-Jan-80,SLO,3h4,"Olympic Stadium, Athina (GRE)",21-Aug-04,1155
52,10.16,0.8,Rae Monzavous EDWARDS,7-May-81,USA,2,"Atlanta, GA (USA)",5-Jun-04,1152
52,10.16,0.7,Julien DUNKLEY,20-Dec-75,JAM,1,Fribourg (SUI),15-Aug-04,1152
54,10.17,0.8,Jerome AVERY,22-Dec-78,USA,1,Eagle Rock (USA),5-Jun-04,1148
54,10.17,0.4,Anatoliy DOVGAL,29-Jan-76,UKR,1h1,Kiev (UKR),25-Jun-04,1148
56,10.18,1.1,Jarbas MASCARENHAS JÚNIOR,25-Aug-80,BRA,1h2,Cochabamba (BOL),30-May-04,1145
56,10.18,-0.5,Konstantinos KENTERIS,11-Jul-73,GRE,1,Athina (GRE),10-Jun-04,1148
56,10.18,-0.2,Leonard MYLES-MILLS,5-Sep-73,GHA,3qf5,"Olympic Stadium, Athina (GRE)",21-Aug-04,1146
59,10.19,1.9,Jamal Abdullah AL SAFFAR,24-Oct-71,KSA,1,Qatif (KSA),25-Feb-04,1142
59,10.19,-0.6,Niconnor ALEXANDER,4-Feb-77,TTO,2,Port-of-Spain (TTO),19-Jun-04,1145
59,10.19,1.6,Daniel BAILEY,9-Sep-86,ANT,1sf1,"Stadio Zecchini, Grosseto (ITA)",13-Jul-04,1142
62,10.2,0,Ernest WIGGINS,18-Jun-82,USA,1h1,"Atlanta, GA (USA)",15-May-04,1138
62,10.2,0.7,Łukasz CHYŁA,31-Mar-81,POL,1,Warszawa (POL),13-Jun-04,1138
62,10.2,1.6,Kaaron CONWRIGHT,8-Aug-76,USA,3,"Provo, UT (USA)",26-Jun-04,1138
62,10.2,0,Simone COLLIO,27-Dec-79,ITA,1,Firenze (ITA),10-Jul-04,1138
62,10.2,,Edson Luciano RIBEIRO,8-Dec-72,BRA,1,Bogotá (COL),10-Jul-04,1138
62,10.2,,Cláudio Roberto SOUZA,14-Oct-73,BRA,2,Bogotá (COL),10-Jul-04,1138
62,10.2,1.5,Nicolas MACROZONARIS,22-Aug-80,CAN,2,Victoria (CAN),10-Jul-04,1138
62,10.2,-0.1,Eric Pacome N'DRI,24-Mar-78,CIV,2,Leverkusen (GER),1-Aug-04,1138
62,10.2,1.6,Patrick JARRETT,2-Oct-77,JAM,2,Naimette-Xhovémont (BEL),3-Aug-04,1138
62,10.2,1.6,Freddy MAYOLA,1-Nov-77,CUB,3,Naimette-Xhovémont (BEL),3-Aug-04,1138
62,10.2,0.7,Clement CAMPBELL,19-Dec-75,JAM,2,Fribourg (SUI),15-Aug-04,1138
73,10.21,-2.7,Stéphan BUCKLAND,12-Jan-77,MRI,1,Réduit (MRI),18-Apr-04,1151
73,10.21,1.3,Ainsley WAUGH,17-Sep-81,JAM,2,Santo Domingo (DOM),1-May-04,1135
73,10.21,0.8,Anthony BUCHANAN,10-Sep-81,USA,1,"Tucson, AZ (USA)",15-May-04,1135
73,10.21,1,Hiroyasu TSUCHIE,14-Jun-74,JPN,3,Tottori (JPN),6-Jun-04,1135
73,10.21,1.7,Jonathan BROWN,19-Mar-81,USA,6,"Austin, TX (USA)",11-Jun-04,1135
73,10.21,-0.3,Darren CAMPBELL,12-Sep-73,GBR,5f1,"Stadio Olimpico, Roma (ITA)",2-Jul-04,1136
73,10.21,0.7,Roland NÉMETH,19-Sep-74,HUN,1,Budapest (HUN),14-Jul-04,1135
80,10.22,1.4,DaBryan BLANTON,3-Jul-84,USA,1,"Austin, TX (USA)",3-Apr-04,1132
80,10.22,1.3,Juan SAINFLEUR,17-Dec-82,DOM,3,Santo Domingo (DOM),1-May-04,1132
80,10.22,1.9,Airese CURRIE,16-Nov-82,USA,2h1,"Clemson, SC (USA)",8-May-04,1132
80,10.22,1.7,Alexander KOSENKOW,14-Mar-77,GER,1,Zeulenroda (GER),29-May-04,1132
80,10.22,-0.5,Dwight PHILLIPS,1-Oct-77,USA,3,Luzern (SUI),9-Jun-04,1135
80,10.22,1.4,Ronny OSTWALD,7-Apr-74,GER,1,Braunschweig (GER),10-Jul-04,1132
80,10.22,0.8,Tim HARDEN,27-Jan-74,USA,3h3,"Sacramento, CA (USA)",10-Jul-04,1132
80,10.22,-0.1,Joshua ROSS,9-Feb-81,AUS,5qf4,"Olympic Stadium, Athina (GRE)",21-Aug-04,1132
88,10.23,1.1,Idrissa SANOU,12-Jun-77,BUR,1,Lugano (SUI),5-Jun-04,1128
88,10.23,0,Yunbao SHEN,28-Jul-76,CHN,1,Tianjin (CHN),1-Aug-04,1128
90,10.24,1.8,Dusty STAMER,28-Apr-82,USA,4h1,"Austin, TX (USA)",10-Jun-04,1125
91,10.25,1.5,Anson HENRY,9-Mar-79,CAN,3,Victoria (CAN),10-Jul-04,1122
91,10.25,0.3,Ambrose EZENWA,10-Apr-77,NGR,4,Abuja (NGR),11-Jul-04,1122
91,10.25,1.5,J-Mee SAMUELS,20-May-87,USA,1,"Knoxville, TN (USA)",11-Jul-04,1122
91,10.25,1.4,Andrey YEPISHIN,10-Jun-81,RUS,1,Moskva (RUS),20-Jul-04,1122
91,10.25,-0.8,Dmitro BARSKI,17-Feb-81,UKR,1,Kiev (UKR),24-Jul-04,1126
96,10.26,1.4,Shomari WILSON,6-Jun-76,USA,1,"Houston, TX (USA)",20-Mar-04,1118
96,10.26,0.6,Ricardo WILLIAMS,29-Sep-76,JAM,4,Fort-de-France (FRA),24-Apr-04,1118
96,10.26,-0.1,Salem Mubarak AL YAMI,9-Feb-82,KSA,2,Cottbus (GER),9-Jun-04,1118
96,10.26,-1.3,Sergey BYCHKOV,1-Sep-75,RUS,1,Tula (RUS),24-Jul-04,1125
96,10.26,-0.2,Christian MALCOLM,3-Jun-79,GBR,5h2,"Crystal Palace, London (GBR)",30-Jul-04,1119
1,9.93,1.8,Patrick JOHNSON,26-Sep-72,AUS,1,Mito (JPN),5-May-03,1231
2,9.94,1.4,Maurice GREENE,23-Jul-74,USA,1,"Carson, CA (USA)",1-Jun-03,1227
3,9.95,0.6,Deji ALIU,22-Nov-75,NGR,1,Abuja (NGR),12-Oct-03,1224
4,9.97,1.3,John CAPEL,27-Oct-78,USA,1f1,Zürich (SUI),15-Aug-03,1217
4,9.97,1.3,Justin GATLIN,10-Feb-82,USA,1f1,Zürich (SUI),15-Aug-03,1217
4,9.97,0.6,Uchenna EMEDOLU,17-Sep-76,NGR,2,Abuja (NGR),12-Oct-03,1217
7,9.99,1.3,Kim COLLINS,5-Apr-76,SKN,3f1,Zürich (SUI),15-Aug-03,1210
7,9.99,1.5,Mickey GRIMES,10-Oct-76,USA,1f2,Zürich (SUI),15-Aug-03,1210
9,10,1.3,Frank FREDERICKS,2-Oct-67,NAM,1,Durban (RSA),11-Apr-03,1206
9,10,1.5,Darvis PATTON,4-Dec-77,USA,2f2,Zürich (SUI),15-Aug-03,1206
11,10.01,0,Darrel BROWN,11-Oct-84,TTO,1qf3,"Stade de France, Paris-St-Denis (FRA)",24-Aug-03,1203
12,10.02,0.8,Asafa POWELL,23-Nov-82,JAM,1,"Boudewijnstadion, Bruxelles (BEL)",5-Sep-03,1199
13,10.03,0,Nicolas MACROZONARIS,22-Aug-80,CAN,1,Ciudad de México (MEX),3-May-03,1196
13,10.03,1.8,Shingo SUETSUGU,2-Jun-80,JPN,2,Mito (JPN),5-May-03,1196
13,10.03,0.6,Leonard MYLES-MILLS,5-Sep-73,GHA,3,Abuja (NGR),12-Oct-03,1196
16,10.04,1.9,Bernard WILLIAMS,19-Jan-78,USA,1,"Stade Louis II, Monaco (MON)",13-Sep-03,1193
17,10.05,0,Joshua J. JOHNSON,10-May-76,USA,1,Abuja (NGR),17-May-03,1189
18,10.07,0,Shawn CRAWFORD,14-Jan-78,USA,1,Pretoria (RSA),4-Apr-03,1182
18,10.07,2,Marcus BRUNSON,24-Apr-78,USA,1h1,Fort-de-France (FRA),26-Apr-03,1182
18,10.07,0,Jon DRUMMOND,9-Sep-68,USA,2,Ciudad de México (MEX),3-May-03,1182
18,10.07,0,Coby MILLER,19-Oct-76,USA,3,Ciudad de México (MEX),3-May-03,1182
18,10.07,0,Aziz ZAKARI,2-Sep-76,GHA,2,Abuja (NGR),17-May-03,1182
18,10.07,1.1,DaBryan BLANTON,3-Jul-84,USA,1h2,"Lincoln, NE (USA)",30-May-03,1182
18,10.07,0,Mark LEWIS-FRANCIS,4-Sep-82,GBR,1,Ostrava (CZE),12-Jun-03,1182
25,10.08,1.3,Sherwin VRIES,22-Mar-80,NAM,2,Durban (RSA),11-Apr-03,1179
25,10.08,0.9,Obadele THOMPSON,30-Mar-76,BAR,1,"Walnut, CA (USA)",12-Jul-03,1179
25,10.08,0,Darren CAMPBELL,12-Sep-73,GBR,3,"Stade de France, Paris-St-Denis (FRA)",25-Aug-03,1179
28,10.09,1.2,Matt SHIRVINGTON,25-Oct-78,AUS,1,Brisbane (AUS),12-Apr-03,1176
28,10.09,0,Erick L. WILSON,20-Jan-82,USA,1h3,"Levelland, TX (USA)",9-May-03,1176
28,10.09,1,Rae Monzavous EDWARDS,7-May-81,USA,1h4,"Palo Alto, CA (USA)",19-Jun-03,1176
28,10.09,-0.6,Julien DUNKLEY,20-Dec-75,JAM,1,La Chaux-de-Fonds (SUI),17-Aug-03,1179
28,10.09,0.7,Ato BOLDON,30-Dec-73,TTO,1qf2,"Stade de France, Paris-St-Denis (FRA)",24-Aug-03,1176
33,10.11,0,Kenny BROKENBURR,29-Oct-68,USA,3,Abuja (NGR),17-May-03,1169
33,10.11,1.5,Francis OBIKWELU,22-Nov-78,POR,5f2,Zürich (SUI),15-Aug-03,1169
35,10.12,0.6,Eric NKANSAH,12-Dec-74,GHA,1,Córdoba (ESP),6-Sep-03,1165
36,10.13,1.3,Morne NAGEL,23-Mar-78,RSA,3,Durban (RSA),11-Apr-03,1162
36,10.13,0.9,Marquis DAVIS,14-Aug-80,USA,1,"Knoxville, TN (USA)",18-May-03,1162
36,10.13,1.1,Michael FRATER,6-Oct-82,JAM,2h2,"Lincoln, NE (USA)",30-May-03,1162
36,10.13,0,Ronald POGNON,16-Nov-82,FRA,1,Castres (FRA),6-Aug-03,1162
40,10.14,1.4,Kaaron CONWRIGHT,8-Aug-76,USA,1,"Walnut, CA (USA)",19-Apr-03,1159
40,10.14,0.4,Alexander KOSENKOW,14-Mar-77,GER,1,Leverkusen (GER),3-Aug-03,1159
42,10.15,1.1,Brian LEWIS,5-Dec-74,USA,2h2,"Palo Alto, CA (USA)",19-Jun-03,1155
42,10.15,-0.4,Freddy MAYOLA,1-Nov-77,CUB,1,Castellón (ESP),18-Aug-03,1157
42,10.15,-0.6,Olusoji Adetokunbo FASUBA,9-Jul-84,NGR,1,Hyderabad (IND),30-Oct-03,1158
45,10.16,0,Steve MULLINGS,29-Nov-82,JAM,2h2,"Levelland, TX (USA)",9-May-03,1152
45,10.16,0.9,Pierre BROWNE,14-Jan-80,CAN,2,"Knoxville, TN (USA)",18-May-03,1152
47,10.17,0,Tyson GAY,9-Aug-82,USA,3h1,"Levelland, TX (USA)",9-May-03,1148
47,10.17,0.4,Aristotelis GAVELAS,10-Dec-78,GRE,2,Chania (GRE),9-Jun-03,1148
47,10.17,0.4,Christoforos CHOIDES,10-Sep-78,GRE,3,Chania (GRE),9-Jun-03,1148
47,10.17,1,Salem Mubarak AL YAMI,9-Feb-82,KSA,1,Eurajoki (FIN),25-Jun-03,1148
47,10.17,1.3,Aaron ARMSTRONG,14-Oct-77,TTO,7,Nuoro (ITA),9-Jul-03,1148
47,10.17,0,Jason GARDENER,18-Sep-75,GBR,2,Linz (AUT),31-Jul-03,1148
47,10.17,0.7,Georgios THEODORIDIS,12-Dec-72,GRE,2h1,"Stade de France, Paris-St-Denis (FRA)",24-Aug-03,1148
47,10.17,0.4,Haijian CHEN,5-Apr-80,CHN,1,Shanghai (CHN),12-Sep-03,1148
55,10.18,0,Tyree GAILES,24-Feb-83,USA,4h1,"Levelland, TX (USA)",9-May-03,1145
55,10.18,0.9,Sammie PARKER,25-Mar-81,USA,1h,"Los Angeles, CA (USA)",17-May-03,1145
55,10.18,-0.1,Konstantin RURAK,9-Apr-74,UKR,1,Kiev (UKR),3-Jul-03,1145
58,10.19,0.9,Bennie CHAPMAN,24-Jan-79,USA,3h,"Los Angeles, CA (USA)",17-May-03,1142
58,10.19,2,Eddy DE LEPINE,30-Mar-84,FRA,1,Fort-de-France (FRA),7-Jun-03,1142
58,10.19,,Jacey HARPER,20-May-80,TTO,1,Port-of-Spain (TTO),20-Jun-03,1142
58,10.19,1.8,Prodromos KATSANTONIS,20-Oct-75,CYP,1,Istanbul (TUR),21-Jun-03,1142
58,10.19,0.6,Dwight THOMAS,23-Sep-80,JAM,4sf2,"Stade de France, Paris-St-Denis (FRA)",25-Aug-03,1142
63,10.2,0.7,Edson Luciano RIBEIRO,8-Dec-72,BRA,1,São Paulo (BRA),15-Jun-03,1138
63,10.2,-0.1,Gábor DOBOS,21-Feb-76,HUN,4,"Stadion Juliska, Praha (CZE)",29-Jun-03,1138
63,10.2,-0.8,Ricardo WILLIAMS,29-Sep-76,JAM,3,San Sebastián (ESP),10-Aug-03,1142
63,10.2,-0.6,Stéphan BUCKLAND,12-Jan-77,MRI,2,La Chaux-de-Fonds (SUI),17-Aug-03,1141
63,10.2,-0.6,Tamunosiki ATORUDIBO,21-Mar-85,NGR,2,Hyderabad (IND),30-Oct-03,1141
68,10.21,2,Lindel FRATER,13-Nov-77,JAM,1,Hiroshima (JPN),29-Apr-03,1135
68,10.21,0.7,Jarbas MASCARENHAS JÚNIOR,25-Aug-80,BRA,2,São Paulo (BRA),15-Jun-03,1135
68,10.21,0.8,Sheldon MORANT,21-Jun-80,JAM,1h3,St. George's (GRN),4-Jul-03,1135
68,10.21,0.9,Jerome AVERY,22-Dec-78,USA,3,"Walnut, CA (USA)",12-Jul-03,1135
68,10.21,1.8,Issa-Aimé NTHEPE,26-Jun-73,FRA,1sf2,Narbonne (FRA),25-Jul-03,1135
73,10.22,1.7,Christie VAN WYK,12-Oct-77,NAM,1,"Abilene, TX (USA)",22-Mar-03,1132
73,10.22,1.1,Ernest WIGGINS,18-Jun-82,USA,1,"Clemson, SC (USA)",11-May-03,1132
73,10.22,1.4,Jabari FIELDS,10-Sep-81,USA,1h3,"Lincoln, NE (USA)",30-May-03,1132
73,10.22,1.6,Yuta KANNO,13-Dec-80,JPN,1h2,Yokohama (JPN),8-Jun-03,1132
73,10.22,1.7,Christian MALCOLM,3-Jun-79,GBR,1,Riga (LAT),12-Jun-03,1132
73,10.22,,Niconnor ALEXANDER,4-Feb-77,TTO,3,Port-of-Spain (TTO),20-Jun-03,1132
73,10.22,0.8,Fabrice CALLIGNY,7-Nov-81,FRA,1h5,St. George's (GRN),4-Jul-03,1132
73,10.22,1.4,Matic OSOVNIKAR,19-Jan-80,SLO,1,Wolfsberg (AUT),26-Jul-03,1132
73,10.22,0.7,Mardy SCALES,10-Sep-81,USA,2,Santo Domingo (DOM),6-Aug-03,1132
73,10.22,-1,Aaron EGBELE,29-Jan-79,NGR,2sf3,Abuja (NGR),11-Oct-03,1138
83,10.23,2,Hiroyasu TSUCHIE,14-Jun-74,JPN,2,Hiroshima (JPN),29-Apr-03,1128
83,10.23,-0.4,Vicente LENILSON DE LIMA,4-Jun-77,BRA,1h2,Cochabamba (BOL),11-May-03,1130
83,10.23,0.7,Olan COLEMAN,29-Jul-80,USA,1,"Edwardsville, IL (USA)",24-May-03,1128
83,10.23,0.9,Tyrone EDGAR,29-Mar-82,GBR,5h1,"Crystal Palace, London (GBR)",8-Aug-03,1128
83,10.23,0.8,Nobuharu ASAHARA,21-Jun-72,JPN,4h2,"Stade de France, Paris-St-Denis (FRA)",24-Aug-03,1128
88,10.24,1.1,Tesfa LATTY,9-Nov-84,JAM,1,Kingston (JAM),5-Apr-03,1125
88,10.24,0.6,Taiwo AJIBADE,17-Jun-83,NGR,2,"El Paso, TX (USA)",12-Apr-03,1125
88,10.24,0.2,Marvin ANDERSON,12-May-82,JAM,1,"Tempe, AZ (USA)",12-Apr-03,1125
88,10.24,2,Dwight PHILLIPS,1-Oct-77,USA,3,"Modesto, CA (USA)",10-May-03,1125
88,10.24,1.8,Anthony BUCHANAN,10-Sep-81,USA,2h,"Los Angeles, CA (USA)",17-May-03,1125
88,10.24,1.5,Chris STEWART,6-Mar-80,USA,1,"San Marcos, TX (USA)",19-May-03,1125
88,10.24,0.4,Ronny OSTWALD,7-Apr-74,GER,3,Leverkusen (GER),3-Aug-03,1125
88,10.24,1.7,Patrick JARRETT,2-Oct-77,JAM,1h1,Fribourg (SUI),23-Aug-03,1125
88,10.24,,Leigh JULIUS,25-Mar-85,RSA,1,Durban (RSA),7-Dec-03,1125
97,10.25,2,Kazuki ISHIKURA,1-Oct-80,JPN,3,Hiroshima (JPN),29-Apr-03,1122
97,10.25,0.6,Brendan CHRISTIAN,11-Dec-83,ANT,1h2,"Austin, TX (USA)",18-May-03,1122
97,10.25,1.5,Cláudio Roberto SOUZA,14-Oct-73,BRA,1,Sâo Caetano do Sul (BRA),31-May-03,1122
97,10.25,,Shingo KAWABATA,15-May-78,JPN,1,Fukuroi (JPN),27-Oct-03,1122
1,9.89,0.9,Maurice GREENE,23-Jul-74,USA,1f1,"Stadio Olimpico, Roma (ITA)",12-Jul-02,1245
2,9.94,-0.2,Frank FREDERICKS,2-Oct-67,NAM,1,Windhoek (NAM),13-Apr-02,1228
2,9.94,1.8,Shawn CRAWFORD,14-Jan-78,USA,1,Osaka (JPN),11-May-02,1227
4,9.95,1.8,Joshua J. JOHNSON,10-May-76,USA,1,"Walnut, CA (USA)",21-Apr-02,1224
5,9.97,2,Jon DRUMMOND,9-Sep-68,USA,1,"Stade Charléty, Paris (FRA)",14-Sep-02,1217
6,9.98,1.4,Coby MILLER,19-Oct-76,USA,1,"Portland, OR (USA)",18-May-02,1213
6,9.98,0.2,Kim COLLINS,5-Apr-76,SKN,1,Manchester (GBR),27-Jul-02,1213
8,9.99,0.5,Brian LEWIS,5-Dec-74,USA,1,Cayenne (GUY),4-May-02,1210
8,9.99,0.1,Bernard WILLIAMS,19-Jan-78,USA,2,"Stade Louis II, Monaco (MON)",19-Jul-02,1210
10,10.01,0.3,Francis OBIKWELU,22-Nov-78,POR,1,Bruxelles (BEL),30-Aug-02,1203
11,10.03,0.7,Deji ALIU,22-Nov-75,NGR,1f2,Athina (GRE),10-Jun-02,1196
