"species","full_name","sex","tail","tarsus","wing","nares_to_tip","gape","mass"
"rble","red-billed leiothrix","u",58,23.6,69,7.3,8.9,20
"rwbu","red-whiskered bulbul","u",69,19.8,81,8.9,10.7,29
"rwbu","red-whiskered bulbul","u",78,19.5,79,NA,NA,26
"rwbu","red-whiskered bulbul","u",80,20.4,81,NA,NA,28
"rwbu","red-whiskered bulbul","u",73,18,76,NA,NA,30
"rwbu","red-whiskered bulbul","u",70,20.9,76,NA,NA,28
"rwbu","red-whiskered bulbul","u",NA,20.2,81,NA,NA,30
"rble","red-billed leiothrix","u",58,NA,74,NA,NA,22
"rble","red-billed leiothrix","u",54,23.5,65,6.7,7.5,21
"rble","red-billed leiothrix","u",54,24.5,62,NA,NA,19
"rble","red-billed leiothrix","u",57,24.8,66,NA,NA,21
"rble","red-billed leiothrix","u",60,24.1,69,NA,NA,22
"rble","red-billed leiothrix","u",NA,NA,NA,NA,NA,22
"rble","red-billed leiothrix","u",55,22.1,66.5,7.8,8.8,18
"rble","red-billed leiothrix","u",58,25.1,63,8.2,9.6,22
"rble","red-billed leiothrix","u",54,22.9,65,7.5,8.9,22
"jawe","Japanese white-eye","u",39,17.1,59,7.5,6.1,8.5
"jawe","Japanese white-eye","u",41,17.2,58,NA,NA,10
"rble","red-billed leiothrix","u",53,23.1,65,7.7,7.7,20
"rwbu","red-whiskered bulbul","u",78,20,77,7.9,10.2,25.5
"jawe","Japanese white-eye","u",41,17.2,59,NA,NA,10.5
"jawe","Japanese white-eye","u",43,16.9,58,7.8,6.8,10
"jawe","Japanese white-eye","u",41,17.9,56,7.2,7.7,9.5
"rwbu","red-whiskered bulbul","u",NA,NA,NA,NA,NA,NA
"rble","red-billed leiothrix","u",NA,NA,NA,NA,NA,NA
"rwbu","red-whiskered bulbul","u",NA,NA,NA,NA,NA,NA
"wrsh","white-rumped shama","u",NA,NA,NA,NA,NA,NA
"rwbu","red-whiskered bulbul","u",80,21.9,89,NA,NA,23
"rble","red-billed leiothrix","u",59,23.5,69,NA,NA,22
"rble","red-billed leiothrix","u",58,23.7,69,NA,NA,20
"rble","red-billed leiothrix","u",NA,NA,NA,NA,NA,NA
"rble","red-billed leiothrix","u",NA,NA,NA,NA,NA,NA
"rwbu","red-whiskered bulbul","u",NA,NA,NA,NA,NA,NA
"jawe","Japanese white-eye","u",40,17.2,59,NA,NA,10
"wrsh","white-rumped shama","m",144,24.9,91,11.3,13.7,30.5
"rble","red-billed leiothrix","u",56,NA,66,7.7,10.6,20
"rwbu","red-whiskered bulbul","u",78,22.1,81,NA,NA,28
"rwbu","red-whiskered bulbul","u",80,19.2,79,NA,NA,25
"rwbu","red-whiskered bulbul","u",NA,NA,NA,NA,NA,26
"rble","red-billed leiothrix","u",56,24.6,64.5,7.3,9.9,21
"rble","red-billed leiothrix","u",55,23.4,68,NA,NA,19
"rble","red-billed leiothrix","u",55,23.9,65.5,NA,NA,22
"rble","red-billed leiothrix","u",54,23.6,69,7.5,8.7,20
"rble","red-billed leiothrix","u",61,23.5,70,NA,NA,19.5
"rwbu","red-whiskered bulbul","u",NA,18.5,75,7.9,10.9,26
"rwbu","red-whiskered bulbul","u",76,20.5,80,8.9,11.4,26
"wrsh","white-rumped shama","f",103,24.2,87,NA,NA,24
"rble","red-billed leiothrix","u",54,23.2,62,7.7,10.9,19.5
"rwbu","red-whiskered bulbul","u",62,19.5,72,8.5,10.3,24
"rwbu","red-whiskered bulbul","u",74,20.1,77,8.4,11,24
"rwbu","red-whiskered bulbul","u",72,19.4,71,NA,NA,23
"rwbu","red-whiskered bulbul","u",71,18.9,76,NA,NA,27.5
"rwbu","red-whiskered bulbul","u",79,18.9,85,NA,NA,33
"rwbu","red-whiskered bulbul","u",78,19.4,78,NA,NA,NA
"rwbu","red-whiskered bulbul","u",76,20.5,81,NA,NA,NA
"rwbu","red-whiskered bulbul","u",74,18.9,77,NA,NA,26
"rwbu","red-whiskered bulbul","u",77,19,75,7.1,11.3,25
"rble","red-billed leiothrix","u",52,23.5,69,7.8,9.8,21
"rwbu","red-whiskered bulbul","u",72,18.9,74,NA,NA,23
"rble","red-billed leiothrix","u",55,24.8,68,8.4,9.8,22
"wrsh","white-rumped shama","f",97,23.5,80,9.9,12.7,26
"rble","red-billed leiothrix","u",55,25.2,63,NA,NA,24
"rble","red-billed leiothrix","u",53,24.4,66,5.9,9.6,21
"rble","red-billed leiothrix","u",55,26.2,67,8.3,9,21.5
"jawe","Japanese white-eye","u",41,17.3,58,7.6,8.2,10
"jawe","Japanese white-eye","u",42,17.9,60,7.9,8.2,11
"rble","red-billed leiothrix","u",58,25.2,68,8.2,9.3,21
"jawe","Japanese white-eye","u",41,17.2,56,7.7,9.2,10
"jawe","Japanese white-eye","u",41,17.9,59,7.3,8.4,12
"jawe","Japanese white-eye","u",40,17.2,59,NA,NA,10
"rble","red-billed leiothrix","u",57,23.3,64,6.7,12,23
"rble","red-billed leiothrix","u",53,24.1,65,7.2,8.5,19
"rble","red-billed leiothrix","u",54,25.2,68,6.5,10,21
"wrsh","white-rumped shama","f",111,25.2,87,10.6,13,NA
"jawe","Japanese white-eye","u",42,16.8,58,7.1,7.7,9
"rwbu","red-whiskered bulbul","u",74,20.1,78,8.9,11.4,25.5
"rwbu","red-whiskered bulbul","u",75,18.7,76,NA,NA,30
"rwbu","red-whiskered bulbul","u",77,18.6,77,8.7,10.1,24
"wrsh","white-rumped shama","m",114,26.4,91,10.2,12.9,26.5
"wrsh","white-rumped shama","m",124,25.9,92,12.2,13.1,30
"rble","red-billed leiothrix","u",59,24.2,68,7.4,8.4,19
"rble","red-billed leiothrix","u",NA,19.6,NA,NA,NA,20
"rble","red-billed leiothrix","u",52,23.4,66,7.4,8.6,20.5
"rble","red-billed leiothrix","u",55,22.6,64,NA,NA,20
"rble","red-billed leiothrix","u",58.5,22.6,66.5,NA,NA,19
"rble","red-billed leiothrix","u",NA,NA,NA,NA,NA,21.5
"rble","red-billed leiothrix","u",54,23.3,64,6.9,10.8,20
"rble","red-billed leiothrix","u",55,23.7,64.5,NA,NA,21
"rwbu","red-whiskered bulbul","u",77.5,20.4,80,NA,NA,30
"rble","red-billed leiothrix","u",57,23,68,NA,NA,20.5
"rble","red-billed leiothrix","u",54,23.8,67,8.6,10.5,21
"rble","red-billed leiothrix","u",58,23.3,68,NA,NA,19
"jawe","Japanese white-eye","u",42,17.9,57.5,NA,NA,11.5
"rvbu","red-vented bulbul","u",89,24.8,100.5,10.1,14.8,35
"jawe","Japanese white-eye","m",NA,16.8,58.5,7.3,9.3,11
"jawe","Japanese white-eye","m",NA,NA,NA,NA,NA,12.5
"rvbu","red-vented bulbul","u",93,23.6,96,10.7,13.9,39
"rvbu","red-vented bulbul","u",94,23.5,95,10.8,12.8,40
"rvbu","red-vented bulbul","u",96,23.7,97,11.4,15.1,45
"rvbu","red-vented bulbul","u",89,23.5,94,10,13.1,43
"jawe","Japanese white-eye","u",42,17.5,59,7.9,9,11
"rble","red-billed leiothrix","u",53,24.4,64,7.4,9.3,20
"jawe","Japanese white-eye","u",38,16.5,55,NA,NA,13
"rble","red-billed leiothrix","u",61,22.8,68,7.7,10,18
"wrsh","white-rumped shama","f",117,24.8,83,10,13.2,26
"rwbu","red-whiskered bulbul","u",80,20.2,79,8.2,12.4,26
"rwbu","red-whiskered bulbul","u",72,20.2,77,NA,NA,28
"rwbu","red-whiskered bulbul","u",76,18.9,78,NA,NA,25
"rble","red-billed leiothrix","u",59,24.2,69,7.7,9.3,20
"rble","red-billed leiothrix","u",56,25.1,68,6.6,11,19
"wrsh","white-rumped shama","m",128,26.8,88,10.5,13.5,31
"rble","red-billed leiothrix","u",52,22.8,63,NA,NA,20
"rble","red-billed leiothrix","u",56,23.3,68,7.7,8.5,20
"rble","red-billed leiothrix","u",56,22.3,69,NA,NA,22
"rble","red-billed leiothrix","u",NA,NA,NA,NA,NA,23
"rble","red-billed leiothrix","u",54.5,24.1,69,NA,NA,21
"wrsh","white-rumped shama","m",117,24.4,89,10.1,11.5,29
"wrsh","white-rumped shama","m",130,25.3,90,11.1,11.1,31
"jawe","Japanese white-eye","u",42,17.9,58,NA,NA,10.5
"rwbu","red-whiskered bulbul","u",78,21,81,10,12,27
"rble","red-billed leiothrix","u",61,22.6,64,7.9,8.6,22
"rble","red-billed leiothrix","u",52,23.2,66,7.7,9,19
"rble","red-billed leiothrix","u",55,22.9,69,7.7,9.6,21
"rble","red-billed leiothrix","u",59,25.7,65,NA,NA,22
"rble","red-billed leiothrix","u",55,21.9,65,NA,NA,20
"rble","red-billed leiothrix","u",58,21.7,69,NA,NA,25.5
"rble","red-billed leiothrix","u",58,23.5,70,NA,NA,21
"rble","red-billed leiothrix","u",57,23.7,68,NA,NA,18
"rble","red-billed leiothrix","u",56,22.6,68.5,NA,NA,20.5
"rble","red-billed leiothrix","u",52,24,66,7.6,10.1,19.5
"rble","red-billed leiothrix","u",54,24.1,67.5,NA,NA,18
"rble","red-billed leiothrix","u",NA,NA,NA,NA,NA,21
"rble","red-billed leiothrix","u",52,23.8,66,NA,NA,19.5
"rble","red-billed leiothrix","u",55.5,24.5,61,NA,NA,21
"rble","red-billed leiothrix","u",54,23.2,66,NA,NA,19.5
"rble","red-billed leiothrix","u",54,23.9,68,NA,NA,21
"rble","red-billed leiothrix","u",NA,NA,NA,NA,NA,18
"rwbu","red-whiskered bulbul","u",79,NA,80,NA,NA,31
"rble","red-billed leiothrix","u",NA,NA,NA,NA,NA,15
"rble","red-billed leiothrix","u",57,22.5,71,NA,NA,22.5
"rwbu","red-whiskered bulbul","u",NA,20.1,NA,NA,NA,23
"jawe","Japanese white-eye","u",44,17,61,8.2,7.2,10
"rble","red-billed leiothrix","u",55,23.5,69,NA,NA,20
"wrsh","white-rumped shama","f",108,26,85,10.3,11.7,30
"wrsh","white-rumped shama","f",112,25.8,87,11,12,32
"jawe","Japanese white-eye","u",39,17.7,56,NA,NA,13
"jawe","Japanese white-eye","u",40,17.6,58,NA,NA,11
"jawe","Japanese white-eye","u",42,17.6,59,7.2,8.3,10
"jawe","Japanese white-eye","u",42,16.6,58,7.2,6.5,10
"jawe","Japanese white-eye","u",NA,NA,NA,NA,NA,14
"rble","red-billed leiothrix","u",57,24.7,66,7.8,9.9,21
"rble","red-billed leiothrix","u",59,22.9,68,9,10.4,20
"wrsh","white-rumped shama","m",139,26,89,11.8,13.2,35
"jawe","Japanese white-eye","u",42,16.9,58,7.1,7.8,13.5
"jawe","Japanese white-eye","u",42,17.3,59,7.7,NA,10.5
"jawe","Japanese white-eye","m",43,16.7,58,NA,NA,9.5
"jawe","Japanese white-eye","u",41,17.9,58,8.2,7.6,12.5
"jawe","Japanese white-eye","u",40,17.6,57,NA,NA,12.5
"rble","red-billed leiothrix","u",NA,NA,NA,NA,NA,19
"jawe","Japanese white-eye","u",43,18.4,58,NA,NA,11
"rble","red-billed leiothrix","u",57,25,71,NA,NA,21
"wrsh","white-rumped shama","m",155,25.9,95,11.2,12.3,32.5
"rble","red-billed leiothrix","u",53,24.2,64,NA,NA,22
"jawe","Japanese white-eye","u",42,NA,57,NA,NA,11
"jawe","Japanese white-eye","u",40,18.8,58,7.5,7.4,11.5
"rble","red-billed leiothrix","u",54,NA,NA,NA,NA,20
"wrsh","white-rumped shama","f",105,23.9,83,NA,NA,30
"rble","red-billed leiothrix","u",55.5,22.5,56,NA,NA,18
"rble","red-billed leiothrix","u",56,22.6,58,NA,NA,19
"rble","red-billed leiothrix","u",56,22.5,68,NA,NA,22
"rble","red-billed leiothrix","u",54,23.6,65,NA,NA,21
"rble","red-billed leiothrix","u",52,22.3,61,7.1,9.9,19
"rble","red-billed leiothrix","u",NA,NA,65,NA,NA,15
"jawe","Japanese white-eye","u",42,17.2,57,7.5,6.4,10
"jawe","Japanese white-eye","u",42,17.2,57,8.3,8.9,10
"jawe","Japanese white-eye","f",40,17.2,58,NA,NA,10
"jawe","Japanese white-eye","u",40,17.2,58,NA,NA,10
"jawe","Japanese white-eye","u",40,17.4,57,NA,NA,11
"jawe","Japanese white-eye","u",38,17.7,58,NA,NA,11
"jawe","Japanese white-eye","u",NA,NA,NA,NA,NA,9
"jawe","Japanese white-eye","u",39,16.8,57,7.4,5.8,9
"rwbu","red-whiskered bulbul","u",80,18.9,80,8.4,12.8,28
"wrsh","white-rumped shama","m",143,NA,90.5,10.5,11.3,33
"rble","red-billed leiothrix","u",55,NA,65,6.5,10,14.5
"wrsh","white-rumped shama","f",99,24.4,86,NA,NA,27
"jawe","Japanese white-eye","m",43,17.4,60,NA,NA,10.5
"rble","red-billed leiothrix","u",53,24.4,66,NA,NA,23
"rwbu","red-whiskered bulbul","u",79,NA,80,NA,NA,27
"jawe","Japanese white-eye","u",42,16.7,59,NA,NA,11
"rvbu","red-vented bulbul","f",80,24,91,9.8,NA,29
"rble","red-billed leiothrix","u",57,23.3,65,NA,NA,21.5
"rble","red-billed leiothrix","u",57,24.3,69,7.8,9.3,22
"wrsh","white-rumped shama","f",101,25.6,86,10.7,10.7,27
"jawe","Japanese white-eye","u",41,17.2,60,NA,NA,10
"jawe","Japanese white-eye","u",41,17.8,58,6.9,7.4,9
"jawe","Japanese white-eye","u",41,17.8,57,7.1,7.8,12
"jawe","Japanese white-eye","u",42.5,17,59,NA,NA,11.5
"jawe","Japanese white-eye","u",49,18.5,57,7.4,NA,12.5
"jawe","Japanese white-eye","u",42,17.9,59,7.7,7.2,11
"jawe","Japanese white-eye","u",41,17.9,59,NA,NA,10
"rble","red-billed leiothrix","f",55,23,66,NA,NA,26
"jawe","Japanese white-eye","u",43,18.6,60,NA,NA,12
"wrsh","white-rumped shama","f",106,23.6,84,10.4,10.4,31
"rble","red-billed leiothrix","f",51,24.7,65,NA,NA,21
"rble","red-billed leiothrix","u",54,22.8,70,NA,NA,21
"rble","red-billed leiothrix","u",57,23.6,70,NA,NA,22
"jawe","Japanese white-eye","u",40,17,59,NA,NA,11
"rble","red-billed leiothrix","u",50,24.2,67,8.2,9.4,24
"rble","red-billed leiothrix","u",52,23.4,68,7.8,7.5,20
"rble","red-billed leiothrix","u",51,NA,69,NA,NA,21
"jawe","Japanese white-eye","u",39,17,56,7.1,7.2,10
"jawe","Japanese white-eye","u",40,17.2,57,NA,NA,10
"jawe","Japanese white-eye","u",43,17.3,58,7,5.3,9
"rble","red-billed leiothrix","u",54,23.5,67,NA,NA,23
"rwbu","red-whiskered bulbul","f",NA,NA,NA,NA,NA,NA
"jawe","Japanese white-eye","u",41,18.3,56,NA,NA,12
"jawe","Japanese white-eye","u",40,16.2,56,NA,NA,10
"rvbu","red-vented bulbul","u",95,24.1,98,11.2,11.5,40
"rble","red-billed leiothrix","u",55,23.2,69,NA,NA,25
"rble","red-billed leiothrix","u",NA,NA,NA,NA,NA,22
"jawe","Japanese white-eye","u",38,16.1,56,NA,NA,10
"rble","red-billed leiothrix","u",56,23.5,70,NA,NA,22
"rble","red-billed leiothrix","f",52,22,64,NA,NA,20
"jawe","Japanese white-eye","u",43,18.5,56,NA,NA,12
"rble","red-billed leiothrix","u",57,22.9,NA,NA,NA,21
"rble","red-billed leiothrix","f",52,24,66,NA,NA,22
"rble","red-billed leiothrix","f",52,23.5,66,NA,NA,21
"rble","red-billed leiothrix","f",55,23.5,63,NA,NA,20
"jawe","Japanese white-eye","u",40,15.8,56,NA,NA,11
"rwbu","red-whiskered bulbul","u",80,20.2,82,8.3,12.1,28
"jawe","Japanese white-eye","m",43,NA,59,NA,NA,9
"jawe","Japanese white-eye","m",44,17.3,61,NA,NA,11
"rble","red-billed leiothrix","u",55,25,65,NA,NA,26
"rble","red-billed leiothrix","f",48,24.4,59,NA,NA,24
"rble","red-billed leiothrix","u",56,24.4,67,NA,NA,22
"jawe","Japanese white-eye","u",43,17.8,60,NA,NA,13
"jawe","Japanese white-eye","u",36,17.5,55,NA,NA,11
"rble","red-billed leiothrix","u",56,23.5,67,NA,NA,20
"rble","red-billed leiothrix","u",51,24.2,68,NA,NA,23
"rble","red-billed leiothrix","u",54,23.9,68,NA,NA,22
"jawe","Japanese white-eye","f",41,17.2,60,NA,NA,10
"rble","red-billed leiothrix","f",NA,NA,NA,NA,NA,17
"rble","red-billed leiothrix","u",57,23.4,66,NA,NA,19
"rwbu","red-whiskered bulbul","u",70,19.3,74,NA,NA,25
"rwbu","red-whiskered bulbul","u",77,19,75,NA,NA,25
"jawe","Japanese white-eye","u",41,17,57,NA,NA,12
"rwbu","red-whiskered bulbul","u",73,19.6,74,NA,NA,24
"rble","red-billed leiothrix","f",NA,NA,NA,NA,NA,21
"jawe","Japanese white-eye","u",40,16.9,58,NA,NA,11
"rble","red-billed leiothrix","u",57,22.7,62,NA,NA,24
"rble","red-billed leiothrix","f",55,24,64,NA,NA,20.5
"rble","red-billed leiothrix","f",NA,24.7,66,NA,NA,23
"rble","red-billed leiothrix","m",55,24.6,69,NA,NA,23.5
"jawe","Japanese white-eye","u",NA,17.2,59,NA,NA,11
"jawe","Japanese white-eye","u",41,17.9,57,NA,NA,10
"jawe","Japanese white-eye","u",41,17.5,58,NA,NA,11
"jawe","Japanese white-eye","u",40,16.1,53,NA,NA,9
"rwbu","red-whiskered bulbul","u",81,20.4,84,NA,NA,27
"rwbu","red-whiskered bulbul","u",83,19.9,84,NA,NA,27
"jawe","Japanese white-eye","u",31,16.6,56,NA,NA,11
"jawe","Japanese white-eye","u",45,17,61,NA,NA,11.5
"rwbu","red-whiskered bulbul","u",78,20.1,82,NA,NA,29.5
"jawe","Japanese white-eye","u",40,16.9,57,NA,NA,12
"rble","red-billed leiothrix","u",55,25.5,67,NA,NA,22
"rble","red-billed leiothrix","u",62,24.2,72,NA,NA,23
"rble","red-billed leiothrix","f",54,22.9,68,NA,NA,20
"wrsh","white-rumped shama","m",114,24,86,10.5,11.1,31
"rble","red-billed leiothrix","u",59,21.3,69,NA,NA,21
"rble","red-billed leiothrix","u",43,22.7,63,NA,NA,20
"rble","red-billed leiothrix","u",59,22.5,70,NA,NA,22.5
"rble","red-billed leiothrix","u",51,23.1,60,NA,NA,22
"jawe","Japanese white-eye","u",40,18,57,NA,NA,11
"jawe","Japanese white-eye","u",38,17.4,57,NA,NA,10
"jawe","Japanese white-eye","u",37,16.8,57,NA,NA,11
"jawe","Japanese white-eye","u",39,NA,NA,NA,NA,8.5
"jawe","Japanese white-eye","u",43,16.4,57,NA,NA,11.5
"rble","red-billed leiothrix","u",NA,NA,NA,NA,NA,20.5
"rble","red-billed leiothrix","u",53,23.1,63,NA,NA,20
"rble","red-billed leiothrix","u",53,23.9,67,NA,NA,21.5
"rwbu","red-whiskered bulbul","u",NA,18.6,NA,NA,NA,25
"rble","red-billed leiothrix","f",55,22.6,62,NA,NA,23
"rble","red-billed leiothrix","u",56,24.4,65,NA,NA,23
"jawe","Japanese white-eye","u",42,17.1,56,NA,NA,12
"rble","red-billed leiothrix","u",50,NA,62,NA,NA,24
"jawe","Japanese white-eye","u",43,17.3,61,NA,NA,12
"jawe","Japanese white-eye","u",40,16.1,58,NA,NA,10
"jawe","Japanese white-eye","u",39,17.3,57,NA,NA,NA
"jawe","Japanese white-eye","u",39,17.5,58,NA,NA,11
"rble","red-billed leiothrix","f",56,22.6,67,NA,NA,22
"rble","red-billed leiothrix","u",52,22.5,62,NA,NA,21
"rble","red-billed leiothrix","u",53,23.2,63,NA,NA,19
"rble","red-billed leiothrix","u",52,22.7,67,NA,NA,19
"rble","red-billed leiothrix","u",56,23.2,64,NA,NA,22
"rble","red-billed leiothrix","u",54,24.5,66,NA,NA,20
"rble","red-billed leiothrix","u",57,23.6,64,NA,NA,21
"jawe","Japanese white-eye","u",NA,18,58,NA,NA,12
"rble","red-billed leiothrix","u",55,23.2,NA,NA,NA,21
"rble","red-billed leiothrix","f",53,23.6,68,NA,NA,20
"rble","red-billed leiothrix","u",52,23.2,65,NA,NA,24
"rble","red-billed leiothrix","u",58,23.6,71,NA,NA,23
"rble","red-billed leiothrix","u",54,23.1,64,NA,NA,20
"rble","red-billed leiothrix","u",53,23.8,64,NA,NA,23
"rble","red-billed leiothrix","u",50,22.9,59,NA,NA,19.5
"rble","red-billed leiothrix","f",51,NA,67,NA,NA,21
"rble","red-billed leiothrix","u",NA,23.2,67,NA,NA,20
"rble","red-billed leiothrix","u",54,22.3,64,NA,NA,18
"rble","red-billed leiothrix","u",52,22.5,65,NA,NA,20
"jawe","Japanese white-eye","m",43,16.9,58,NA,NA,7
"rble","red-billed leiothrix","u",52,23.6,63,NA,NA,21
"rwbu","red-whiskered bulbul","f",80,21.3,82,NA,NA,26
"rwbu","red-whiskered bulbul","u",79,18.5,77,NA,NA,21.5
"jawe","Japanese white-eye","u",41,16.1,58,NA,NA,11
"rble","red-billed leiothrix","u",52,21.4,68,NA,NA,18
"rble","red-billed leiothrix","u",53,23.3,69,NA,NA,22.5
"rble","red-billed leiothrix","m",58,23.8,69,NA,NA,23
"rble","red-billed leiothrix","u",58,22.2,68,NA,NA,20
"rble","red-billed leiothrix","u",56,23.8,62,NA,NA,20
"rble","red-billed leiothrix","m",52,25,66,NA,NA,22
"jawe","Japanese white-eye","m",40,18.4,55,NA,NA,10
"rvbu","red-vented bulbul","u",NA,23.1,93,10.5,10.6,38.5
"wrsh","white-rumped shama","m",120,25.1,90,10.3,12.9,30.5
"wrsh","white-rumped shama","f",121,23.9,88,9.7,11,25
"jawe","Japanese white-eye","m",NA,16.9,58,NA,NA,11.5
"rvbu","red-vented bulbul","u",NA,23.4,92,10,13.8,39
"rble","red-billed leiothrix","u",NA,23.9,65,NA,NA,23
"rble","red-billed leiothrix","u",NA,23.9,66,NA,NA,23.5
"wrsh","white-rumped shama","m",126,25.4,91,14.6,9.5,30
"jawe","Japanese white-eye","u",43,17.2,59,NA,NA,11
"jawe","Japanese white-eye","u",40,16.5,57,NA,NA,15
"jawe","Japanese white-eye","u",42,17,59,NA,NA,11
"jawe","Japanese white-eye","u",41,17.2,58,NA,NA,11
"jawe","Japanese white-eye","u",NA,18,55,NA,NA,11.5
"rvbu","red-vented bulbul","u",82,22.5,94,10.2,12.8,31
"rble","red-billed leiothrix","u",58,24.7,68,NA,NA,21.5
"wrsh","white-rumped shama","m",137,27.1,93,11.5,10,30
"wrsh","white-rumped shama","f",105,23.5,81,9.8,13.4,25
"rble","red-billed leiothrix","u",55,24.7,68,NA,NA,21.5
"wrsh","white-rumped shama","m",90,23.8,NA,10.7,13.1,26
"jawe","Japanese white-eye","u",42,17.7,59,NA,NA,11.5
"rble","red-billed leiothrix","u",54,22.7,67,NA,NA,22
"rble","red-billed leiothrix","u",55,23,65,NA,NA,20.5
"jawe","Japanese white-eye","u",45,17.8,61,NA,NA,12
"rble","red-billed leiothrix","u",54,22.1,66,NA,NA,23
"jawe","Japanese white-eye","u",41,16.8,56,NA,NA,10
"jawe","Japanese white-eye","m",43,17.6,58,NA,NA,NA
"rble","red-billed leiothrix","u",58,22.9,67,NA,NA,22
"rwbu","red-whiskered bulbul","u",80,19.5,82,NA,NA,27
"jawe","Japanese white-eye","u",42,17.5,59,NA,NA,12
"rble","red-billed leiothrix","u",52,24.8,70,NA,NA,24
"wrsh","white-rumped shama","m",132,27,93,11.7,12.3,33
"rble","red-billed leiothrix","u",49,22.5,63,NA,NA,19
"rble","red-billed leiothrix","u",52,24.3,65,NA,NA,23.5
"rble","red-billed leiothrix","u",56,23.3,69,8.2,10.5,21
"rble","red-billed leiothrix","u",NA,24.5,72,NA,NA,22.5
"rble","red-billed leiothrix","u",NA,23.7,65,NA,NA,22
"rble","red-billed leiothrix","u",55,23.3,67,NA,NA,22
"wrsh","white-rumped shama","m",139,26.3,92,10.6,13,NA
"rble","red-billed leiothrix","m",NA,NA,NA,NA,NA,NA
"jawe","Japanese white-eye","u",44,16.3,60,NA,NA,10
"wrsh","white-rumped shama","m",120,27.1,97,12.7,12.6,28
"rvbu","red-vented bulbul","u",84,23.1,88,NA,NA,39
"jawe","Japanese white-eye","u",43,16.7,58,NA,NA,12
"wrsh","white-rumped shama","m",129,26.6,90,NA,NA,30
"wrsh","white-rumped shama","m",135,26.9,91,11.3,13,34
"jawe","Japanese white-eye","u",43,17.1,57,NA,NA,9
"wrsh","white-rumped shama","f",106,24.9,88.5,9.8,13.4,28
"wrsh","white-rumped shama","f",105,25.3,81,10.9,12.7,26
"wrsh","white-rumped shama","m",107,24,85,11.2,11.5,27
"rwbu","red-whiskered bulbul","u",71,17.4,76,NA,NA,25
"rble","red-billed leiothrix","u",56,24.7,66,NA,NA,27
"jawe","Japanese white-eye","u",44,17.5,59,NA,NA,11
"jawe","Japanese white-eye","u",44,17.2,60,NA,NA,6
"jawe","Japanese white-eye","u",44,16.9,60,NA,NA,12
"jawe","Japanese white-eye","u",41,17.4,57,NA,NA,11
"jawe","Japanese white-eye","u",44,17.2,60,NA,NA,13.5
"jawe","Japanese white-eye","u",NA,NA,NA,NA,NA,12
"jawe","Japanese white-eye","u",40,17.3,57,NA,NA,11
"wrsh","white-rumped shama","m",139,25.6,90,NA,NA,32
"rble","red-billed leiothrix","u",55,24.2,62,NA,NA,24
"rble","red-billed leiothrix","u",56,24.4,65,NA,NA,20
"rble","red-billed leiothrix","u",64,24.3,68,NA,NA,29
"jawe","Japanese white-eye","u",41,17.1,58,NA,NA,9
"jawe","Japanese white-eye","u",46,17.9,60,NA,NA,11
"rble","red-billed leiothrix","u",62,23.8,72,NA,NA,23
"rble","red-billed leiothrix","u",55,24.2,67,NA,NA,19
"rble","red-billed leiothrix","u",58,24.6,69,NA,NA,24
"jawe","Japanese white-eye","u",45,17,60,NA,NA,11
"rble","red-billed leiothrix","u",54,23,66,NA,NA,22
"wrsh","white-rumped shama","m",122,27.2,91,11.2,13.5,33
"rble","red-billed leiothrix","u",47,23.6,65,NA,NA,20.5
"rble","red-billed leiothrix","u",52,23.4,67,NA,NA,21.5
"rble","red-billed leiothrix","u",51,23,64,NA,NA,20
"rble","red-billed leiothrix","u",54,23.5,65,NA,NA,21
"wrsh","white-rumped shama","f",112,25.2,85,12,10.8,30
"jawe","Japanese white-eye","u",46,17.8,63,NA,NA,14
"rble","red-billed leiothrix","u",58,23.9,68,NA,NA,24
"rble","red-billed leiothrix","u",55,22.6,68,NA,NA,23
"rble","red-billed leiothrix","u",55,22.2,66,NA,NA,7
"rble","red-billed leiothrix","u",54,24.3,65,NA,NA,22
"rble","red-billed leiothrix","u",NA,NA,NA,NA,NA,21
"jawe","Japanese white-eye","u",NA,17.6,60,NA,NA,13
"jawe","Japanese white-eye","u",45,17.4,60,NA,NA,12
"rble","red-billed leiothrix","u",57,22.8,69,NA,NA,20
"rble","red-billed leiothrix","u",57,24,68,NA,NA,22
"rwbu","red-whiskered bulbul","u",76,19.6,79,NA,NA,24
"rble","red-billed leiothrix","u",51,23.3,62,NA,NA,25
"rble","red-billed leiothrix","u",50,24,62,NA,NA,22
"rble","red-billed leiothrix","u",55,22.4,67,NA,NA,18
"rble","red-billed leiothrix","u",58,24.8,71,NA,NA,24
"wrsh","white-rumped shama","m",110,23.5,85,NA,NA,28.5
"rble","red-billed leiothrix","u",56,24.1,68,NA,NA,24
"rble","red-billed leiothrix","u",58,24.3,68,NA,NA,26
"rble","red-billed leiothrix","u",55,23.6,66,NA,NA,21
"rble","red-billed leiothrix","u",50,22.8,69,NA,NA,24
"jawe","Japanese white-eye","u",42,17.5,57,NA,NA,11
"wrsh","white-rumped shama","u",92,24,84,NA,NA,29
"rble","red-billed leiothrix","u",NA,23.3,65,NA,NA,21
"wrsh","white-rumped shama","m",120,29.1,88,NA,NA,31
"rble","red-billed leiothrix","u",55,22.9,68,NA,NA,20
"rble","red-billed leiothrix","u",52,24.2,65,NA,NA,22
