site,date,species,band_number,colors,sex,tail,tarsus,wing,total_culmen,nares_to_tip,width,depth,gape,mass_bird_bag,mass_bag,mass
PAH,4/11/2017,rwbu,277102881,ogrs,u,73,19.8,76,NA,NA,NA,NA,NA,50,26.5,23.5
PAH,4/11/2017,rwbu,277102893,oors,u,78,19.1,80.5,NA,NA,NA,NA,NA,48,26,22
PAH,4/11/2017,rble,277102894,wgys,u,54,23.7,70,NA,NA,NA,NA,NA,51,26.5,24.5
PAH,4/11/2017,wrsh,277102895,ggws,f,114,24,86,NA,NA,NA,NA,NA,62,33,29
PAH,4/11/2017,rble,277102896,rwys,u,52,24.8,63,NA,NA,NA,NA,NA,48.5,24,24.5
PAH,4/11/2017,jawe,281094122,gyrs,u,39,17.5,58,NA,NA,NA,NA,NA,36.5,27,9.5
WAI,4/13/2017,jawe,263131209,wdos,m,41,15.9,57,NA,NA,NA,NA,NA,35,26,9
WAI,4/13/2017,jawe,263131210,woos,u,42,18.4,58,NA,NA,NA,NA,NA,36,26,10
WAI,4/13/2017,jawe,263131211,wyos,u,42,17.4,56,NA,NA,NA,NA,NA,43,32,11
WAI,4/13/2017,rvbu,265144485,drgs,u,88,23.5,95,NA,9.9,6.1,6,NA,58,23,35
WAI,4/13/2017,jawe,281094123,wwos,u,42,17.3,58,NA,NA,NA,NA,NA,36,NA,NA
MOA,4/14/2017,wrsh,270129717,rsgd,m,136,26.6,88,NA,NA,NA,NA,NA,62,26,36
MOA,4/14/2017,rble,271102166,ysog,u,55,23.6,65,NA,NA,NA,NA,NA,54,31,23
MOA,4/14/2017,wrsh,277103167,rsgg,m,127,26.2,91,NA,NA,NA,NA,NA,56,26,30
PAH,4/18/2017,rble,277103168,wwys,u,53,22.4,65.5,NA,NA,NA,NA,NA,47,26.5,20.5
PAH,4/18/2017,jawe,281094057,ogws,u,41,17.7,NA,NA,NA,NA,NA,NA,29.5,18.5,11
MOA,4/26/2017,wrsh,265144486,xxxq,f,99,24.3,85,NA,NA,NA,NA,NA,62,27,35
MOA,4/26/2017,rble,277102889,ysoo,u,NA,NA,NA,NA,NA,NA,NA,NA,46.5,26,20.5
PAH,5/2/2017,rble,247172101,wyys,u,52,23.7,66,NA,NA,NA,NA,NA,45.5,24.5,21
PAH,5/2/2017,rble,247172102,yrys,u,53,22.8,65,NA,NA,NA,NA,NA,46.5,25,21.5
PAH,5/2/2017,rble,277102888,ygys,u,58,25.4,68,NA,NA,NA,NA,NA,46,25.5,20.5
PAH,5/2/2017,rble,277102900,yoys,u,54,24.5,66,NA,NA,NA,NA,NA,46,25.5,20.5
PAH,5/2/2017,jawe,281094125,gyys,u,42,18.2,57,NA,NA,NA,NA,NA,45,35,10
WAI,5/4/2017,rble,247172103,wwys,u,55,23.1,68,NA,NA,NA,NA,NA,47.5,40,7.5
WAI,5/4/2017,wrsh,247172104,xxxq,f,112,24.2,90,NA,NA,NA,NA,NA,56,26.5,29.5
WAI,5/4/2017,rble,247172105,wyys,u,55,23.6,65,NA,NA,NA,NA,NA,50,31,19
WAI,5/4/2017,rble,247172106,ygys,u,57,23.4,68,NA,NA,NA,NA,NA,47,30,17
WAI,5/4/2017,rble,247172107,yrys,u,55,21.6,69,NA,NA,NA,NA,NA,52.5,30.5,22
WAI,5/4/2017,jawe,277096516,ygos,m,40,17.5,56,NA,NA,NA,NA,NA,37,26.5,10.5
WAI,5/4/2017,wrsh,277103171,wsgo,f,100,23.2,85,16.8,10.6,4.4,5,12.5,57,29,28
PAH,5/5/2017,rble,247172109,grxs,u,52,25,63,NA,NA,NA,NA,NA,47.5,24,23.5
PAH,5/5/2017,rble,247172112,rgxs,u,58,23.7,69,NA,NA,NA,NA,NA,44,24,20
PAH,5/5/2017,wrsh,265144487,grws,m,125,25.1,91,NA,NA,NA,NA,NA,64,29.5,34.5
PAH,5/5/2017,jawe,281094126,obos,u,40,18,59,NA,NA,NA,NA,NA,36.5,26.5,10
PAH,5/5/2017,jawe,281094128,rgys,u,41,17.5,59,NA,NA,NA,NA,NA,38.5,29,9.5
PAH,5/5/2017,jawe,281094129,ogos,u,45,17.1,57,NA,NA,NA,NA,NA,40.5,31,9.5
PAH,5/5/2017,jawe,281094131,ogys,u,45,18.7,56,NA,NA,NA,NA,NA,35,25,10
PAH,5/5/2017,jawe,281094132,oors,u,40,18,56,NA,NA,NA,NA,NA,36,23.5,12.5
PAH,5/5/2017,jawe,281094135,orrs,u,42,17.9,59,NA,NA,NA,NA,NA,35,25,10
MOA,5/7/2017,rble,247172114,yswg,NA,57,24.6,68,NA,NA,NA,NA,NA,44,NA,NA
MOA,5/7/2017,rble,247172115,yswr,NA,57,24.2,65,NA,NA,NA,NA,NA,46,24,22
MOA,5/7/2017,jawe,281094136,gsgg,NA,40,17.5,60,NA,NA,NA,NA,NA,38,26,12
PAH,5/9/2017,rwbu,247172116,ryrs,u,76,20.9,75,NA,NA,NA,NA,NA,50.5,25,25.5
PAH,5/9/2017,rvbu,250157709,gwds,u,90,25.3,95,19.8,10.9,5.7,5.9,14,70,26,44
PAH,5/9/2017,rvbu,265144488,gods,u,99,25.1,98,21.8,NA,6,5.8,13.6,66.5,32,34.5
PAH,5/9/2017,jawe,281094137,roos,u,40,17.2,57,NA,NA,NA,NA,NA,35,25.5,9.5
WAI,5/10/2017,rble,247172117,rsrg,u,54,24.1,66,NA,NA,NA,NA,NA,46.5,25,21.5
WAI,5/10/2017,jawe,281094138,osww,u,39,17.6,59,NA,NA,NA,NA,NA,36,25.5,10.5
PAH,5/16/2017,rwbu,247172118,wgrs,u,74,19.6,78,NA,NA,NA,NA,NA,49.5,23.5,26
PAH,5/16/2017,rble,247172119,gyxs,u,52,24.2,67,NA,NA,NA,NA,NA,47,23,24
PAH,5/16/2017,rvbu,265144489,obbs,u,88,23.5,94,NA,NA,NA,NA,NA,61.5,24.5,37
PAH,5/16/2017,jawe,281094139,oyrs,u,41,17.5,57,NA,NA,NA,NA,NA,34.5,24.5,10
WAI,5/18/2017,rble,247172120,yswr,u,55,24.8,65,NA,NA,NA,NA,NA,46,25,21
WAI,5/18/2017,jawe,281094140,ysyr,u,41,17.9,58,NA,NA,NA,NA,NA,35,26,9
MOA,5/28/2017,rble,277103179,ysrr,m,55,24.7,67,NA,NA,NA,NA,NA,48,24,24
MOA,5/28/2017,rble,277103180,ysrw,u,55,22.3,67,NA,NA,NA,NA,NA,45,27,18
PAH,5/30/2017,rble,247172121,wws,u,53,23,65,NA,NA,NA,NA,NA,52,31,21
PAH,5/30/2017,jawe,281094141,rgos,u,41,18,57,NA,NA,NA,NA,NA,35.5,25,10.5
WAI,6/1/2017,rble,247172122,woos,u,57,23.7,69,NA,NA,NA,NA,NA,46.5,31,15.5
WAI,6/1/2017,rble,263131215,wgos,u,55,23.2,67,NA,NA,NA,NA,NA,44.5,25.5,19
WAI,6/1/2017,jawe,281094142,wsgr,u,42,17.7,59,NA,NA,NA,NA,NA,42,32.5,9.5
WAI,6/1/2017,jawe,281094143,wsor,u,40,17.9,54,NA,NA,NA,NA,NA,36,25,11
WAI,6/1/2017,jawe,281094145,wswr,u,43,18.1,60,NA,NA,NA,NA,NA,35.5,NA,NA
WAI,6/1/2017,jawe,281094146,wswy,u,38,17.2,58,NA,NA,NA,NA,NA,36,24.5,11.5
WAI,6/1/2017,jawe,281094147,wsyg,u,41,17.5,60,NA,NA,NA,NA,NA,37.5,26,11.5
WAI,6/1/2017,jawe,281094148,wsyo,u,43,17.4,58,NA,NA,NA,NA,NA,36.5,26,10.5
WAI,6/1/2017,jawe,281094149,wsyw,m,40,16.9,60,NA,NA,NA,NA,NA,35,26,9
WAI,6/1/2017,jawe,281094944,wswo,m,42,17.1,59,NA,NA,NA,NA,NA,35,23.5,11.5
EKA,6/2/2017,wrsh,247172123,wsyo,f,104,24.3,83,NA,NA,NA,NA,NA,48.5,24.5,24
EKA,6/2/2017,rble,265144490,ysrg,u,NA,25.2,68,NA,NA,NA,NA,NA,50,26,24
MOA,6/2/2017,rwbu,277103184,xxxs,f,81,19.7,79,NA,NA,NA,NA,NA,52,25,27
MOA,6/2/2017,rwbu,277103186,xxxs,u,82,19.8,63,16.1,9.7,5.9,4.8,11.4,54,26,28
MOA,6/2/2017,rble,277103187,xxxs,f,57,23.5,68,NA,NA,NA,NA,NA,47,28,19
MOA,6/2/2017,jawe,281094065,gsgw,m,41,17.5,58,NA,NA,NA,NA,NA,41,31,10
MOA,6/2/2017,jawe,281094066,gsgy,f,41,17.6,57,NA,NA,NA,NA,NA,38,26,12
EKA,6/2/2017,jawe,281094150,rggs,u,37,18.1,56,NA,NA,NA,NA,NA,40,31,9
MOA,6/2/2017,jawe,281894064,gsgr,u,39,17.1,59,NA,NA,NA,NA,NA,34,24,10
PAH,6/13/2017,rble,247172124,ggxs,NA,53,23.7,66,NA,NA,NA,NA,NA,45,26,19
PAH,6/13/2017,rble,247172125,yrxs,u,56,24.6,67,NA,NA,NA,NA,NA,50,27,23
PAH,6/13/2017,rble,247172126,gwxs,u,56,23.6,65,NA,NA,NA,NA,NA,45,25,20
MOA,6/16/2017,wrsh,270129719,rsgo,m,126,24,92,18.6,12,5.2,5.4,13.3,60,28.5,31.5
MOA,6/16/2017,rble,277103190,yrws,u,55,23.6,67,NA,NA,NA,NA,NA,40,18,22
MOA,6/16/2017,jawe,281094068,gsrg,u,40,17.5,56,NA,NA,NA,NA,NA,37,27,10
MOA,6/18/2017,rble,247172129,ysor,f,55,23.7,66,NA,NA,NA,NA,NA,47,27,20
MOA,6/18/2017,rwbu,247172130,xxxs,u,77,19.6,79,17.9,9.8,5.9,4.9,12.9,54,26.5,27.5
MOA,6/18/2017,rble,247172131,ooys,u,56,23.3,65,NA,NA,NA,NA,NA,43,22.5,20.5
MOA,6/18/2017,wrsh,265144493,rsgr,f,103,24.1,86,NA,NA,NA,NA,NA,55.5,29.5,26
MOA,6/18/2017,rwbu,265744492,xxxs,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WAI,6/21/2017,rble,247172133,xxxs,u,54,23.1,64,NA,NA,NA,NA,NA,46,29.5,16.5
WAI,6/21/2017,rwbu,247172134,xxxs,u,78,18.6,82,NA,NA,NA,NA,NA,53,27,26
WAI,6/21/2017,rwbu,265144494,xxxs,u,78,18.7,78,NA,NA,NA,NA,NA,51,24,27
WAI,6/21/2017,rvbu,265144495,xxxs,u,87,22.6,93,NA,NA,NA,NA,NA,63,26.5,36.5
WAI,6/21/2017,jawe,281094158,xxxs,m,43,17.8,58,NA,NA,NA,NA,NA,38,26.5,11.5
WAI,6/21/2017,jawe,281094159,xxxs,u,42,17.6,58,NA,NA,NA,NA,NA,37,26,11
WAI,6/22/2017,rwbu,247172137,xxxs,u,77,19.7,80,NA,NA,NA,NA,NA,52.5,25.5,27
WAI,6/22/2017,rble,247172138,xxxs,u,55,24.2,67,NA,NA,NA,NA,NA,45.5,24,21.5
WAI,6/22/2017,jawe,281094162,xxxs,u,42,18.3,58,NA,NA,NA,NA,NA,34,26,8
WAI,6/29/2017,rble,247172136,xxxs,u,54,24.4,65,NA,NA,NA,NA,NA,47.5,26,21.5
WAI,6/29/2017,rble,247172139,xxxs,u,57,25.1,67,NA,NA,NA,NA,NA,51,29.5,21.5
WAI,6/29/2017,rble,247172140,xxxs,u,54,22.4,63,NA,NA,NA,NA,NA,49,26,23
WAI,6/29/2017,rwbu,247172141,xsxx,u,81,19.9,79,NA,NA,NA,NA,NA,55,26.5,28.5
WAI,6/29/2017,rble,247172142,xsxx,u,56,23.1,65,NA,NA,NA,NA,NA,43,26,17
WAI,6/29/2017,rwbu,265144496,xxxs,u,88,21.5,86,NA,NA,NA,NA,NA,55.5,25.5,30
PAH,6/30/2017,rble,247172143,xxxs,u,54,22.7,65,NA,NA,NA,NA,NA,39,17,22
PAH,6/30/2017,rble,247172144,xxxs,u,55,22.6,64,NA,NA,NA,NA,NA,40,18,22
PAH,6/30/2017,rble,247172145,xxxs,u,54,24.6,63,NA,NA,NA,NA,NA,47,25.5,21.5
PAH,6/30/2017,rble,247172146,xxxs,u,54,24.8,66,NA,NA,NA,NA,NA,45,25,20
PAH,6/30/2017,rble,277103124,wors,u,55,24.1,67,NA,NA,NA,NA,NA,49,27,22
MOA,6/30/2017,rble,277103198,xxxs,u,68,23.5,54,NA,NA,NA,NA,NA,46.5,26,20.5
MOA,6/30/2017,jawe,281094085,xxxs,u,41,17.6,60,NA,NA,NA,NA,NA,39,27,12
MOA,6/30/2017,jawe,281094086,xxxs,u,40.5,17.7,56,NA,NA,NA,NA,NA,40,27,13
MOA,6/30/2017,jawe,281094087,xxxs,u,NA,16.7,55,NA,NA,NA,NA,NA,41.5,32,9.5
MOA,6/30/2017,jawe,281094088,xxxs,u,41,18,58,NA,NA,NA,NA,NA,36.5,26,10.5
PAH,6/30/2017,jawe,281094164,xxxs,u,37,17.7,54,NA,NA,NA,NA,NA,37,27,10
PAH,6/30/2017,jawe,rsyr,rsyr,u,41,18,58,NA,NA,NA,NA,NA,35,24,11
MOA,7/2/2017,rble,247172149,xxxs,m,59,24.4,70,NA,NA,NA,NA,NA,46,26,20
MOA,7/2/2017,jawe,281094165,xxxs,u,41,17.7,59,NA,NA,NA,NA,NA,37,26.5,10.5
MOA,7/2/2017,jawe,281094166,xxxs,m,43,17.8,59,NA,NA,NA,NA,NA,36,25,11
WAI,7/6/2017,rble,247172152,NA,u,54,23,63,NA,NA,NA,NA,NA,44,25,19
WAI,7/6/2017,wrsh,247172153,NA,m,157,26.4,94,NA,NA,NA,NA,NA,59,26,33
WAI,7/6/2017,jawe,281094167,NA,u,42,17.9,58,NA,NA,NA,NA,NA,36,26,10
WAI,7/6/2017,rble,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,48,25,23
PAH,7/11/2017,rble,247172154,xxxs,f,55,24.6,67,NA,NA,NA,NA,NA,48.5,26.5,22
PAH,7/11/2017,rble,247172155,xxxs,u,60,24.6,69,NA,NA,NA,NA,NA,47,26,21
MOA,7/14/2017,wrsh,247171902,xxxs,m,144,25.9,97,NA,NA,NA,NA,NA,39,8,31
MOA,7/14/2017,rble,247171903,xxxs,u,60,25,70,NA,NA,NA,NA,NA,42,26,16
MOA,7/14/2017,rble,247171904,xxxs,u,55,25,67,NA,NA,NA,NA,NA,50,28,22
MOA,7/14/2017,rwbu,247171905,xxxs,u,NA,NA,NA,NA,NA,NA,NA,NA,54,27,27
MOA,7/14/2017,rble,247171906,xxxs,u,59,24,66,NA,NA,NA,NA,NA,43,24,19
MOA,7/14/2017,rwbu,247171907,xxxs,u,80,NA,80,NA,NA,NA,NA,NA,56,27,29
MOA,7/14/2017,rwbu,270129723,xxxs,u,70,21.3,81,NA,NA,NA,NA,NA,53,25,28
MOA,7/14/2017,jawe,278048439,xxxs,u,42,17.3,59,NA,NA,NA,NA,NA,37.2,26,11.2
MOA,7/16/2017,rble,247172156,xxxs,u,55.5,23.7,65,NA,NA,NA,NA,NA,47,25,22
MOA,7/16/2017,jawe,281094168,xxxs,u,41,17.5,56,NA,NA,NA,NA,NA,38,25.5,12.5
PAH,7/21/2017,rble,247172158,xxxs,u,61,24.3,70,NA,NA,NA,NA,NA,51.5,30.5,21
MOA,7/25/2017,rvbu,157220726,xxxs,u,86,19.8,96,NA,NA,NA,NA,NA,59,25.5,33.5
MOA,7/25/2017,wrsh,247171913,xxxs,f,102,25.8,88,NA,NA,NA,NA,NA,59,33,26
MOA,7/25/2017,rble,247171914,xxxs,u,56,22.2,69,NA,NA,NA,NA,NA,52,32,20
MOA,7/25/2017,rble,247171915,xxxs,u,58,24,69,NA,NA,NA,NA,NA,54,32,22
MOA,7/25/2017,rble,247171916,xxxs,u,59,23.5,69,NA,NA,NA,NA,NA,53,32,21
MOA,7/25/2017,rble,247171917,xxxs,u,55,24,66,NA,NA,NA,NA,NA,47.5,26.5,21
MOA,7/25/2017,rble,247171918,xxxs,u,59,23.5,70,NA,NA,NA,NA,NA,54,30,24
MOA,7/25/2017,wrsh,270129724,xxxs,m,144,26.1,93,NA,NA,NA,NA,NA,60.5,27,33.5
WAI,7/27/2017,rble,247172160,xxxs,u,58,24.4,69,14.6,8.5,5.2,5.3,9.4,48,27,21
WAI,7/27/2017,rwbu,247172161,xxxs,u,82,20.3,85,NA,NA,NA,NA,NA,54.5,27,27.5
WAI,7/27/2017,jawe,281094176,xxxs,u,43,18.1,58,NA,NA,NA,NA,NA,43,33,10
MOA,8/5/2017,jawe,278048445,xxxs,u,42,17.4,61,NA,NA,NA,NA,NA,43,32.5,10.5
MOA,8/5/2017,jawe,278048446,xxxs,u,41,18,60,NA,NA,NA,NA,NA,36,26,10
MOA,8/12/2017,rwbu,247171920,xxxs,u,75,19.1,79,NA,NA,NA,NA,NA,55,27,28
MOA,8/12/2017,rble,247171921,xxxs,u,56,23.2,70,NA,NA,NA,NA,NA,45.5,25.5,20
MOA,8/12/2017,rble,247171922,xxxs,u,57,23,71,NA,NA,NA,NA,NA,48,27.5,20.5
MOA,8/12/2017,rble,247171924,xxxs,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,27,20
MOA,8/12/2017,jawe,278048450,xxxs,u,42,17.8,60,NA,NA,NA,NA,NA,38,27,11
MOA,8/12/2017,jawe,278048451,xxxs,u,42,17.9,59,NA,NA,NA,NA,NA,37,26,11
MOA,8/12/2017,jawe,278048452,xxxs,u,42,18.1,61,NA,NA,NA,NA,NA,41,29,12
PAH,8/15/2017,jawe,281094182,xxxs,u,41,17.1,57,NA,NA,NA,NA,NA,36,25,11
PAH,8/15/2017,jawe,281094183,xxxs,u,39,17.9,59,NA,NA,NA,NA,NA,36,25.5,10.5
PAH,8/22/2017,rble,247172173,xxxs,u,55,23.8,65,NA,NA,NA,NA,NA,50,28,22
PAH,8/22/2017,jawe,281094184,xxxs,u,40,18.36,58,NA,NA,NA,NA,NA,41.5,28,13.5
PAH,8/22/2017,rble,NA,NA,u,NA,NA,NA,NA,NA,NA,NA,NA,52,30.5,21.5
MOA,8/26/2017,rwbu,247171928,xxxs,u,74,20.1,74,NA,NA,NA,NA,NA,50,27,23
MOA,8/26/2017,wrsh,247171929,xxxs,m,120,25,93,NA,NA,NA,NA,NA,57.5,24.5,33
PAH,9/5/2017,rble,247172176,xxxs,NA,60,21.5,67,NA,NA,NA,NA,NA,50,30,20
PAH,9/5/2017,rble,247172177,xxxs,NA,55,22.6,66,NA,NA,NA,NA,NA,64,41,23
PAH,9/5/2017,jawe,281094187,xxxs,NA,39,NA,54,NA,NA,NA,NA,NA,26,18,8
WAI,9/18/2017,rwbu,247171935,xxxs,NA,75,20.2,77,17.2,8.8,NA,4.7,NA,53,27,26
WAI,9/18/2017,jawe,278048480,xxxs,NA,41,16.6,58,NA,NA,NA,NA,NA,39,26,13
WAI,9/18/2017,jawe,278048481,xxxs,NA,45,17,59,NA,NA,NA,NA,NA,38,26,12
PAH,9/22/2017,jawe,281094199,xxxs,u,42,17,55,NA,NA,NA,NA,NA,36,25,11
PAH,9/22/2017,jawe,281094301,xxxs,u,41,16.9,59,NA,NA,NA,NA,NA,36,25,11
PAH,9/22/2017,jawe,281094302,xxxs,u,41,17.9,56,NA,NA,NA,NA,NA,36,28,8
PAH,9/22/2017,jawe,281094303,xxxs,u,43,16.8,60,NA,NA,NA,NA,NA,37,26,11
PAH,9/22/2017,jawe,281094304,xxxs,u,40,17.8,58,NA,NA,NA,NA,NA,37,26,11
PAH,9/22/2017,jawe,281094305,xxxs,u,41,16.9,59,NA,NA,NA,NA,NA,41,23,18
PAH,9/22/2017,jawe,281094306,xxxs,u,43,16.6,58,NA,NA,NA,NA,NA,37,28,9
PAH,9/22/2017,jawe,281094307,xxxs,u,43,17.5,59,NA,NA,NA,NA,NA,36,25,11
WAI,9/28/2017,rble,247172181,xxxs,u,55,24,63,NA,NA,NA,NA,NA,68,48,20
WAI,9/28/2017,rble,247172182,xxxs,u,56,23.8,68,NA,NA,NA,NA,NA,71,49,22
WAI,9/28/2017,rble,247172183,sxxx,u,NA,20.5,64,NA,NA,NA,NA,NA,50,30,20
WAI,9/28/2017,jawe,281094308,xxxs,u,42,17.9,60,NA,NA,NA,NA,NA,36,26,10
WAI,9/28/2017,jawe,281094309,xxxs,u,43,17.5,60,NA,NA,NA,NA,NA,39,28,11
WAI,9/28/2017,jawe,281094310,sxxx,u,42,17.7,59,NA,NA,NA,NA,NA,37,26,11
MOA,10/2/2017,rble,247171941,xxxs,u,40,24.5,67,NA,NA,NA,NA,NA,67,45,22
MOA,10/2/2017,rble,247171942,xxxs,u,NA,24.9,68,NA,NA,NA,NA,NA,49.5,27,22.5
WAI,10/2/2017,rble,247172184,xxxs,u,56,24.6,68,NA,NA,NA,NA,NA,48,22,26
MOA,10/2/2017,jawe,278048493,xxxs,u,41,18.3,58,NA,NA,NA,NA,NA,40,29,11
WAI,10/2/2017,jawe,281094311,xxxs,u,50,17.9,58,NA,NA,NA,NA,NA,37,26,11
WAI,10/2/2017,jawe,281094312,xxxs,u,39,17.8,56,NA,NA,NA,NA,NA,43,34,9
WAI,10/2/2017,jawe,281094314,xxxs,u,43,16.7,61,NA,NA,NA,NA,NA,37,27,10
WAI,10/2/2017,jawe,281094316,xxxs,u,38,17.5,55,NA,NA,NA,NA,NA,39,NA,NA
WAI,10/12/2017,rble,247172185,xxxs,u,52,23.4,62,NA,NA,NA,NA,NA,56,42,14
WAI,10/12/2017,jawe,281094317,xxxs,u,34,17.6,58,NA,NA,NA,NA,NA,35,26,9
WAI,10/12/2017,jawe,281094320,xxxs,u,37,17.7,56,NA,NA,NA,NA,NA,53,41,12
WAI,10/12/2017,jawe,281094321,xxxs,u,42,17.4,59,NA,NA,NA,NA,NA,38,27,11
WAI,10/12/2017,jawe,281094322,xxxs,u,38,17,52,NA,NA,NA,NA,NA,51,43,8
WAI,10/12/2017,jawe,281094324,xxxs,u,43,18,61,NA,NA,NA,NA,NA,39,28,11
MOA,10/13/2017,rble,247171943,xxxs,u,53,24.6,71,13.5,7.1,5.3,4.9,10.2,41,19,22
MOA,10/13/2017,rvbu,270129730,xxxs,u,95,25.8,104,NA,NA,NA,NA,NA,66,27,39
MOA,10/13/2017,rvbu,270129731,xxxs,u,85,25.7,98,NA,NA,NA,NA,NA,65,NA,NA
MOA,10/13/2017,rvbu,270129732,xxxs,u,NA,23.8,95,NA,NA,NA,NA,NA,61,26,35
MOA,10/13/2017,wrsh,270129733,xxxs,f,120,26.4,89,NA,NA,NA,NA,NA,58,26,32
WAI,10/19/2017,rble,247172187,xxxs,u,50,23.3,67,NA,NA,NA,NA,NA,47,31,16
WAI,10/19/2017,rble,247172188,xxxs,u,57,24.3,70,NA,NA,NA,NA,NA,65,41,24
WAI,10/19/2017,rwbu,265144540,xxxs,u,64,17.1,69,NA,NA,NA,NA,NA,63,44,19
WAI,10/23/2017,jawe,278048499,xxxs,NA,32,19,60,NA,NA,NA,NA,NA,54,42,12
WAI,10/26/2017,rble,247172191,xxxs,u,58,22.4,68,NA,NA,NA,NA,NA,68,44,24
WAI,10/26/2017,rble,247172192,xxxs,u,54,22.2,65,NA,NA,NA,NA,NA,51,NA,NA
WAI,10/26/2017,jawe,281094325,xxxs,u,38,16.2,58,NA,NA,NA,NA,NA,39,29,10
WAI,10/26/2017,jawe,281094326,xxxs,u,39,17.4,58,NA,NA,NA,NA,NA,41,29,12
WAI,10/26/2017,jawe,281094327,xxxs,u,39,17.1,58,NA,NA,NA,NA,NA,41.5,29.5,12
WAI,10/26/2017,jawe,281094328,xxxs,u,38,17.5,56,NA,NA,NA,NA,NA,30,18,12
WAI,10/26/2017,jawe,281094331,xxxs,u,43,17.8,59,NA,NA,NA,NA,NA,37,26,11
WAI,10/26/2017,jawe,281094335,xxxs,u,36,17.6,58,NA,NA,NA,NA,NA,41,29,12
MOA,10/29/2017,jawe,284013607,xxxs,u,35,17.8,59,NA,NA,NA,NA,NA,32,22,10
MOA,10/29/2017,jawe,284013608,xxxs,u,39,17.7,60,14.3,NA,3.8,3.4,NA,39,27,12
MOA,10/29/2017,jawe,284013609,xxxs,u,39,17.6,58,NA,NA,NA,NA,NA,39,26,13
MOA,10/29/2017,jawe,284013610,xxxs,u,38,16.5,57,NA,NA,NA,NA,NA,37,26,11
MOA,10/31/2017,rwbu,247171944,xxxs,u,86,20.4,85,14.4,8.6,5.2,5.2,10.5,62,31,31
PAH,10/31/2017,jawe,281094339,xxxs,u,38,17.4,57,NA,NA,NA,NA,NA,37,26,11
MOA,11/5/2017,wrsh,270129734,xxxs,m,129,NA,95,NA,NA,NA,NA,NA,80.5,44,36.5
MOA,11/5/2017,jawe,284013612,xxxs,u,36,17.5,58,NA,NA,NA,NA,NA,39,28,11
WAI,11/6/2017,rble,247171947,xxxs,u,56,23.5,66,NA,NA,NA,NA,NA,54,30,24
WAI,11/6/2017,jawe,284013613,xxxs,u,40,17.9,59,NA,NA,NA,NA,NA,56,45,11
WAI,11/6/2017,jawe,284013614,xxxs,u,36,17.1,58,NA,NA,NA,NA,NA,56,44,12
MOA,11/17/2017,rble,247171948,xxxs,u,56,24.7,68,NA,NA,NA,NA,NA,52,29,23
MOA,11/17/2017,rble,247171949,xxxs,u,59,24.1,70,NA,NA,NA,NA,NA,55,34,21
PAH,11/21/2017,rble,247172195,xxxs,u,56,24.2,69,NA,NA,NA,NA,NA,54,28,26
PAH,11/21/2017,rble,247172196,xxxs,u,60,23.7,70,NA,NA,NA,NA,NA,53,28,25
WAI,11/30/2017,rble,247172197,xxxs,u,59,23.4,67,NA,NA,NA,NA,NA,80,65,15
WAI,11/30/2017,rble,247172198,xxxs,u,56,24.3,65,NA,NA,NA,NA,NA,59,34,25
WAI,11/30/2017,rwbu,247172199,xxxs,u,82,19.1,79,NA,NA,NA,NA,NA,69,34,35
