genus_species,family,group,growth_form,leafsize_cm2,latitude,longitude,elevation_m,MAT,MAP,PPTgs,RADann
Viburnum acerifolium,Adoxaceae,angio,Shrub,27.2,39.920,-76.750,119,11.90,1030.00,802.00,188.77
Viburnum recognitum,Adoxaceae,angio,Shrub,5.4,39.920,-76.750,119,11.90,1030.00,802.00,188.77
Vitis aestivalis,Vitaceae,angio,Liana,79.3,39.920,-76.750,119,11.90,1030.00,802.00,188.77
Vitis vulpina,Vitaceae,angio,Liana,82.8,39.920,-76.750,119,11.90,1030.00,802.00,188.77
Acer negundo,Sapindaceae,angio,Tree,25.8,38.870,-76.550,11,12.80,1130.00,814.00,192.01
Acer rubrum,Sapindaceae,angio,Tree,83.82,38.870,-76.550,11,12.80,1130.00,814.00,192.01
Carpinus caroliniana,Betulaceae,angio,Tree,18.54,38.870,-76.550,11,12.80,1130.00,814.00,192.01
Carya alba,Juglandaceae,angio,Tree,71.07,38.870,-76.550,11,12.80,1130.00,814.00,192.01
Celtis laevigata,Cannabaceae,angio,Tree,13.58,38.870,-76.550,11,12.80,1130.00,814.00,192.01
Cornus florida,Cornaceae,angio,Tree,29.33,38.870,-76.550,11,12.80,1130.00,814.00,192.01
Diospyros virginiana,Ebenaceae,angio,Tree,19.36,38.870,-76.550,11,12.80,1130.00,814.00,192.01
Fagus grandifolia,Fagaceae,angio,Tree,36.74,38.870,-76.550,11,12.80,1130.00,814.00,192.01
Ilex opaca,Aquifoliaceae,angio,Tree,12.19,38.870,-76.550,11,12.80,1130.00,814.00,192.01
Juglans nigra,Juglandaceae,angio,Tree,34.95,38.870,-76.550,11,12.80,1130.00,814.00,192.01
Lindera benzoin,Lauraceae,angio,Shrub,22.31,38.870,-76.550,11,12.80,1130.00,814.00,192.01
Liquidambar styraciflua,Altingiaceae,angio,Tree,85.17,38.870,-76.550,11,12.80,1130.00,814.00,192.01
Liriodendron tulipifera,Magnoliaceae,angio,Tree,131.31,38.870,-76.550,11,12.80,1130.00,814.00,192.01
Nyssa sylvatica,Nyssaceae,angio,Tree,28.4,38.870,-76.550,11,12.80,1130.00,814.00,192.01
Nyssa aquatica,Nyssaceae,angio,Tree,49.68,38.870,-76.550,11,12.80,1130.00,814.00,192.01
Platanus occidentalis,Platanaceae,angio,Tree,281.97,38.870,-76.550,11,12.80,1130.00,814.00,192.01
Prunus avium,Rosaceae,angio,Tree,31.78,38.870,-76.550,11,12.80,1130.00,814.00,192.01
Prunus serotina,Rosaceae,angio,Tree,17.74,38.870,-76.550,11,12.80,1130.00,814.00,192.01
Quercus alba,Fagaceae,angio,Tree,44.79,38.870,-76.550,11,12.80,1130.00,814.00,192.01
Quercus palustris,Fagaceae,angio,Tree,26.5,38.870,-76.550,11,12.80,1130.00,814.00,192.01
Quercus rubra,Fagaceae,angio,Tree,26.3,38.870,-76.550,11,12.80,1130.00,814.00,192.01
Sassafras albidum,Lauraceae,angio,Tree,48.5,38.870,-76.550,11,12.80,1130.00,814.00,192.01
Tilia americana,Malvaceae,angio,Tree,83.64,38.870,-76.550,11,12.80,1130.00,814.00,192.01
Ulmus americana,Ulmaceae,angio,Tree,84.29,38.870,-76.550,11,12.80,1130.00,814.00,192.01
Viburnum lentago,Adoxaceae,angio,Shrub,16.66,38.870,-76.550,11,12.80,1130.00,814.00,192.01
Acer rubrum,Sapindaceae,angio,Tree,26.28,35.970,-79.090,172,15.20,1110.00,1117.00,198.82
Carya glabra,Juglandaceae,angio,Tree,42.66,35.970,-79.090,172,15.20,1110.00,1117.00,198.82
Cercis canadensis,Fabaceae,angio,Tree,71.61,35.970,-79.090,172,15.20,1110.00,1117.00,198.82
Chionanthus virginicus,Oleaceae,angio,Tree,85.83,35.970,-79.090,172,15.20,1110.00,1117.00,198.82
Cornus florida,Cornaceae,angio,Tree,43.02,35.970,-79.090,172,15.20,1110.00,1117.00,198.82
Fagus grandifolia,Fagaceae,angio,Tree,39.64,35.970,-79.090,172,15.20,1110.00,1117.00,198.82
Fraxinus americana,Oleaceae,angio,Tree,19.57,35.970,-79.090,172,15.20,1110.00,1117.00,198.82
Ilex decidua,Aquifoliaceae,angio,Shrub,6.51,35.970,-79.090,172,15.20,1110.00,1117.00,198.82
Ilex opaca,Aquifoliaceae,angio,Tree,10.26,35.970,-79.090,172,15.20,1110.00,1117.00,198.82
Liquidambar styraciflua,Altingiaceae,angio,Tree,40.14,35.970,-79.090,172,15.20,1110.00,1117.00,198.82
Liriodendron tulipifera,Magnoliaceae,angio,Tree,142.3,35.970,-79.090,172,15.20,1110.00,1117.00,198.82
Morus rubra,Moraceae,angio,Tree,82.88,35.970,-79.090,172,15.20,1110.00,1117.00,198.82
Nyssa aquatica,Nyssaceae,angio,Tree,44.26,35.970,-79.090,172,15.20,1110.00,1117.00,198.82
Ostrya virginiana,Betulaceae,angio,Tree,17.03,35.970,-79.090,172,15.20,1110.00,1117.00,198.82
Oxydendrum arboreum,Ericaceae,angio,Tree,21.63,35.970,-79.090,172,15.20,1110.00,1117.00,198.82
Prunus serotina,Rosaceae,angio,Tree,30.42,35.970,-79.090,172,15.20,1110.00,1117.00,198.82
Quercus alba,Fagaceae,angio,Tree,47.64,35.970,-79.090,172,15.20,1110.00,1117.00,198.82
Quercus coccinea,Fagaceae,angio,Tree,140.14,35.970,-79.090,172,15.20,1110.00,1117.00,198.82
Quercus michauxii,Fagaceae,angio,Tree,86.78,35.970,-79.090,172,15.20,1110.00,1117.00,198.82
Quercus phellos,Fagaceae,angio,Tree,12.31,35.970,-79.090,172,15.20,1110.00,1117.00,198.82
Quercus stellata,Fagaceae,angio,Tree,97.89,35.970,-79.090,172,15.20,1110.00,1117.00,198.82
Rhus copallinum,Anacardiaceae,angio,Shrub,13.6,35.970,-79.090,172,15.20,1110.00,1117.00,198.82
Symphoricarpos sp799,Caprifoliaceae,angio,Shrub,3.59,35.970,-79.090,172,15.20,1110.00,1117.00,198.82
Ulmus alata,Ulmaceae,angio,Tree,15.9,35.970,-79.090,172,15.20,1110.00,1117.00,198.82
Vaccinium corymbosum,Ericaceae,angio,Shrub,9.53,35.970,-79.090,172,15.20,1110.00,1117.00,198.82
Viburnum rafinesquianum,Adoxaceae,angio,Shrub,7.94,35.970,-79.090,172,15.20,1110.00,1117.00,198.82
Vitis rupestris,Vitaceae,angio,Liana,37.95,35.970,-79.090,172,15.20,1110.00,1117.00,198.82
Acer rubrum,Sapindaceae,angio,Tree,26.47,34.330,-79.280,41,16.90,1150.00,1257.00,208.63
Betula nigra,Betulaceae,angio,Tree,17.39,34.330,-79.280,41,16.90,1150.00,1257.00,208.63
Campsis radicans,Bignoniaceae,angio,Liana,27.47,34.330,-79.280,41,16.90,1150.00,1257.00,208.63
Chionanthus virginicus,Oleaceae,angio,Tree,51.62,34.330,-79.280,41,16.90,1150.00,1257.00,208.63
Clethra sp839,Clethraceae,angio,Shrub,8.7,34.330,-79.280,41,16.90,1150.00,1257.00,208.63
Crataegus sp842,Rosaceae,angio,Tree,5.59,34.330,-79.280,41,16.90,1150.00,1257.00,208.63
Halesia sp844,Styracaceae,angio,Tree,18.54,34.330,-79.280,41,16.90,1150.00,1257.00,208.63
Ilex decidua,Aquifoliaceae,angio,Shrub,1.45,34.330,-79.280,41,16.90,1150.00,1257.00,208.63
Ilex opaca,Aquifoliaceae,angio,Tree,19.34,34.330,-79.280,41,16.90,1150.00,1257.00,208.63
Liquidambar styraciflua,Altingiaceae,angio,Tree,29.45,34.330,-79.280,41,16.90,1150.00,1257.00,208.63
Lyonia lucida,Ericaceae,angio,Shrub,16.31,34.330,-79.280,41,16.90,1150.00,1257.00,208.63
Lyonia cf_mariana,Ericaceae,angio,Shrub,7.53,34.330,-79.280,41,16.90,1150.00,1257.00,208.63
Magnolia virginiana,Magnoliaceae,angio,Tree,29.09,34.330,-79.280,41,16.90,1150.00,1257.00,208.63
Morella cerifera,Myricaceae,angio,Shrub,4.85,34.330,-79.280,41,16.90,1150.00,1257.00,208.63
Nyssa sylvatica,Nyssaceae,angio,Tree,7.58,34.330,-79.280,41,16.90,1150.00,1257.00,208.63
Persea borbonia,Lauraceae,angio,Shrub,24.29,34.330,-79.280,41,16.90,1150.00,1257.00,208.63
Quercus cf_alba,Fagaceae,angio,Tree,44.87,34.330,-79.280,41,16.90,1150.00,1257.00,208.63
Quercus hemisphaerica,Fagaceae,angio,Tree,4.64,34.330,-79.280,41,16.90,1150.00,1257.00,208.63
Quercus laevis,Fagaceae,angio,Tree,89.42,34.330,-79.280,41,16.90,1150.00,1257.00,208.63
Quercus nigra,Fagaceae,angio,Tree,17.65,34.330,-79.280,41,16.90,1150.00,1257.00,208.63
Quercus phellos,Fagaceae,angio,Tree,5.56,34.330,-79.280,41,16.90,1150.00,1257.00,208.63
Rhus copallinum,Anacardiaceae,angio,Shrub,5.04,34.330,-79.280,41,16.90,1150.00,1257.00,208.63
Spiraea sp891,Rosaceae,angio,Shrub,2.01,34.330,-79.280,41,16.90,1150.00,1257.00,208.63
Spiraea sp894,Rosaceae,angio,Shrub,10.8,34.330,-79.280,41,16.90,1150.00,1257.00,208.63
Symplocos tinctoria,Symplocaceae,angio,Tree,20.19,34.330,-79.280,41,16.90,1150.00,1257.00,208.63
Vaccinium elliotti_cf,Ericaceae,angio,Shrub,1.3,34.330,-79.280,41,16.90,1150.00,1257.00,208.63
Vaccinium sp903,Ericaceae,angio,Shrub,6.36,34.330,-79.280,41,16.90,1150.00,1257.00,208.63
Acer rubrum,Sapindaceae,angio,Tree,12,31.860,-82.110,30,19.50,1190.00,1179.00,213.01
Amorpha sp909,Fabaceae,angio,Tree,6.11,31.860,-82.110,30,19.50,1190.00,1179.00,213.01
Berchemia scandens,Rhamnaceae,angio,Liana,8.58,31.860,-82.110,30,19.50,1190.00,1179.00,213.01
Betula nigra,Betulaceae,angio,Tree,10.4,31.860,-82.110,30,19.50,1190.00,1179.00,213.01
Campsis radicans,Bignoniaceae,angio,Liana,22.5,31.860,-82.110,30,19.50,1190.00,1179.00,213.01
Carpinus caroliniana,Betulaceae,angio,Tree,10.08,31.860,-82.110,30,19.50,1190.00,1179.00,213.01
Carya illinoinensis,Juglandaceae,angio,Tree,27.3,31.860,-82.110,30,19.50,1190.00,1179.00,213.01
Crataegus sp927,Rosaceae,angio,Tree,6.1,31.860,-82.110,30,19.50,1190.00,1179.00,213.01
Crataegus sp930,Rosaceae,angio,Tree,5.48,31.860,-82.110,30,19.50,1190.00,1179.00,213.01
Fraxinus pennsylvanica,Oleaceae,angio,Tree,28.94,31.860,-82.110,30,19.50,1190.00,1179.00,213.01
Ilex decidua,Aquifoliaceae,angio,Shrub,4.4,31.860,-82.110,30,19.50,1190.00,1179.00,213.01
Ilex opaca,Aquifoliaceae,angio,Tree,16.88,31.860,-82.110,30,19.50,1190.00,1179.00,213.01
Liquidambar styraciflua,Altingiaceae,angio,Tree,16.75,31.860,-82.110,30,19.50,1190.00,1179.00,213.01
Morus rubra,Moraceae,angio,Tree,151.08,31.860,-82.110,30,19.50,1190.00,1179.00,213.01
Nyssa aquatica,Nyssaceae,angio,Tree,56.02,31.860,-82.110,30,19.50,1190.00,1179.00,213.01
Ostrya virginiana,Betulaceae,angio,Tree,7.72,31.860,-82.110,30,19.50,1190.00,1179.00,213.01
Prunus serotina,Rosaceae,angio,Tree,7.11,31.860,-82.110,30,19.50,1190.00,1179.00,213.01
Quercus cf_licifolia,Fagaceae,angio,Tree,54.28,31.860,-82.110,30,19.50,1190.00,1179.00,213.01
Quercus laurifolia,Fagaceae,angio,Tree,7.35,31.860,-82.110,30,19.50,1190.00,1179.00,213.01
Quercus lyrata_cf,Fagaceae,angio,Tree,51.63,31.860,-82.110,30,19.50,1190.00,1179.00,213.01
Quercus michauxii,Fagaceae,angio,Tree,71.5,31.860,-82.110,30,19.50,1190.00,1179.00,213.01
Quercus nigra,Fagaceae,angio,Tree,11.35,31.860,-82.110,30,19.50,1190.00,1179.00,213.01
Quercus phellos_cf,Fagaceae,angio,Tree,22.21,31.860,-82.110,30,19.50,1190.00,1179.00,213.01
Ulmus alata,Ulmaceae,angio,Tree,8.72,31.860,-82.110,30,19.50,1190.00,1179.00,213.01
Vaccinium corymbosum,Ericaceae,angio,Shrub,1.91,31.860,-82.110,30,19.50,1190.00,1179.00,213.01
Vitis rupestris,Vitaceae,angio,Liana,33.08,31.860,-82.110,30,19.50,1190.00,1179.00,213.01
Acer rubrum,Sapindaceae,angio,Tree,17.32,29.600,-82.200,1,20.60,1260.00,1372.00,222.61
Callicarpa americana,Lamiaceae,angio,Shrub,47.18,29.600,-82.200,1,20.60,1260.00,1372.00,222.61
Carpinus caroliniana,Betulaceae,angio,Tree,5.3,29.600,-82.200,1,20.60,1260.00,1372.00,222.61
Carya glabra,Juglandaceae,angio,Tree,20.07,29.600,-82.200,1,20.60,1260.00,1372.00,222.61
Gordonia lasianthus,Theaceae,angio,Tree,35.6,29.600,-82.200,1,20.60,1260.00,1372.00,222.61
Hamamelis virginiana,Hamamelidaceae,angio,Shrub,36.24,29.600,-82.200,1,20.60,1260.00,1372.00,222.61
Ilex coriacea,Aquifoliaceae,angio,Tree,24.39,29.600,-82.200,1,20.60,1260.00,1372.00,222.61
Ilex opaca,Aquifoliaceae,angio,Tree,9.85,29.600,-82.200,1,20.60,1260.00,1372.00,222.61
Liquidambar styraciflua,Altingiaceae,angio,Tree,23.16,29.600,-82.200,1,20.60,1260.00,1372.00,222.61
Lyonia ferruginea,Ericaceae,angio,Shrub,6.42,29.600,-82.200,1,20.60,1260.00,1372.00,222.61
Magnolia grandiflora,Magnoliaceae,angio,Tree,94,29.600,-82.200,1,20.60,1260.00,1372.00,222.61
Magnolia virginiana,Magnoliaceae,angio,Tree,49.59,29.600,-82.200,1,20.60,1260.00,1372.00,222.61
Morella cerifera,Myricaceae,angio,Shrub,7.29,29.600,-82.200,1,20.60,1260.00,1372.00,222.61
Nyssa aquatica,Nyssaceae,angio,Tree,27.16,29.600,-82.200,1,20.60,1260.00,1372.00,222.61
Osmanthus americanus,Oleaceae,angio,Shrub,29.09,29.600,-82.200,1,20.60,1260.00,1372.00,222.61
Ostrya virginiana,Betulaceae,angio,Tree,14.57,29.600,-82.200,1,20.60,1260.00,1372.00,222.61
Persea borbonia,Lauraceae,angio,Shrub,24.26,29.600,-82.200,1,20.60,1260.00,1372.00,222.61
Prunus serotina,Rosaceae,angio,Tree,25.86,29.600,-82.200,1,20.60,1260.00,1372.00,222.61
Quercus hemisphaerica,Fagaceae,angio,Tree,10.73,29.600,-82.200,1,20.60,1260.00,1372.00,222.61
Quercus michauxii,Fagaceae,angio,Tree,65.49,29.600,-82.200,1,20.60,1260.00,1372.00,222.61
Quercus nigra,Fagaceae,angio,Tree,19.99,29.600,-82.200,1,20.60,1260.00,1372.00,222.61
Vaccinium arboreum,Ericaceae,angio,Shrub,6.8,29.600,-82.200,1,20.60,1260.00,1372.00,222.61
Vaccinium corymbosum,Ericaceae,angio,Shrub,16.73,29.600,-82.200,1,20.60,1260.00,1372.00,222.61
Vitis rotundifolia,Vitaceae,angio,Liana,32.01,29.600,-82.200,1,20.60,1260.00,1372.00,222.61
Amorpha fruticosa,Fabaceae,angio,Tree,1.68,29.600,-82.200,20,20.60,1260.00,1372.00,222.61
Carya glabra,Juglandaceae,angio,Tree,9.24,29.600,-82.200,20,20.60,1260.00,1372.00,222.61
Cinnamomum camphora,Lauraceae,angio,Tree,18.8,29.600,-82.200,20,20.60,1260.00,1372.00,222.61
Cornus florida,Cornaceae,angio,Tree,28.07,29.600,-82.200,20,20.60,1260.00,1372.00,222.61
Crataegus sp1067,Rosaceae,angio,Tree,1.37,29.600,-82.200,20,20.60,1260.00,1372.00,222.61
Diospyros virginiana,Ebenaceae,angio,Tree,24.98,29.600,-82.200,20,20.60,1260.00,1372.00,222.61
Hypericum hypericoides,Clusiaceae,angio,Shrub,0.73,29.600,-82.200,20,20.60,1260.00,1372.00,222.61
Ilex opaca,Aquifoliaceae,angio,Tree,16.28,29.600,-82.200,20,20.60,1260.00,1372.00,222.61
Liquidambar styraciflua,Altingiaceae,angio,Tree,32.46,29.600,-82.200,20,20.60,1260.00,1372.00,222.61
Lyonia cf_ligustrina,Ericaceae,angio,Shrub,6.72,29.600,-82.200,20,20.60,1260.00,1372.00,222.61
Magnolia grandiflora,Magnoliaceae,angio,Tree,81.36,29.600,-82.200,20,20.60,1260.00,1372.00,222.61
Morella cerifera,Myricaceae,angio,Shrub,5.31,29.600,-82.200,20,20.60,1260.00,1372.00,222.61
Osmanthus americanus,Oleaceae,angio,Shrub,26.92,29.600,-82.200,20,20.60,1260.00,1372.00,222.61
Ostrya virginiana,Betulaceae,angio,Tree,24.6,29.600,-82.200,20,20.60,1260.00,1372.00,222.61
Prunus serotina,Rosaceae,angio,Tree,22.41,29.600,-82.200,20,20.60,1260.00,1372.00,222.61
Quercus falcata,Fagaceae,angio,Tree,29.49,29.600,-82.200,20,20.60,1260.00,1372.00,222.61
Quercus geminata,Fagaceae,angio,Tree,11.75,29.600,-82.200,20,20.60,1260.00,1372.00,222.61
Quercus hemisphaerica,Fagaceae,angio,Tree,8.82,29.600,-82.200,20,20.60,1260.00,1372.00,222.61
Quercus nigra,Fagaceae,angio,Tree,19.61,29.600,-82.200,20,20.60,1260.00,1372.00,222.61
Rhus copallinum,Anacardiaceae,angio,Shrub,3.43,29.600,-82.200,20,20.60,1260.00,1372.00,222.61
Vaccinium arboreum_cf,Ericaceae,angio,Shrub,2.58,29.600,-82.200,20,20.60,1260.00,1372.00,222.61
Ximenia americana,Ximeniaceae,angio,Tree,10.34,29.600,-82.200,20,20.60,1260.00,1372.00,222.61
Gordonia sp1121,Theaceae,angio,Tree,18.6,27.180,-81.350,90,22.30,1320.00,1294.00,231.73
Callicarpa americana,Lamiaceae,angio,Shrub,20.94,27.180,-81.350,90,22.30,1320.00,1294.00,231.73
Carya floridana,Juglandaceae,angio,Tree,13.83,27.180,-81.350,90,22.30,1320.00,1294.00,231.73
Ilex vomitoria,Aquifoliaceae,angio,Tree,2.38,27.180,-81.350,90,22.30,1320.00,1294.00,231.73
Liquidambar styraciflua,Altingiaceae,angio,Tree,22.61,27.180,-81.350,90,22.30,1320.00,1294.00,231.73
Lyonia ferruginea,Ericaceae,angio,Shrub,4.38,27.180,-81.350,90,22.30,1320.00,1294.00,231.73
Magnolia virginiana,Magnoliaceae,angio,Tree,34.01,27.180,-81.350,90,22.30,1320.00,1294.00,231.73
Morella cerifera,Myricaceae,angio,Shrub,5.81,27.180,-81.350,90,22.30,1320.00,1294.00,231.73
Osmanthus americanus,Oleaceae,angio,Shrub,21.04,27.180,-81.350,90,22.30,1320.00,1294.00,231.73
Persea borbonia,Lauraceae,angio,Shrub,23.7,27.180,-81.350,90,22.30,1320.00,1294.00,231.73
Persea sp1182,Lauraceae,angio,Shrub,6.64,27.180,-81.350,90,22.30,1320.00,1294.00,231.73
Quercus geminata,Fagaceae,angio,Tree,6.56,27.180,-81.350,90,22.30,1320.00,1294.00,231.73
Quercus laurifolia,Fagaceae,angio,Tree,17.9,27.180,-81.350,90,22.30,1320.00,1294.00,231.73
Quercus nigra,Fagaceae,angio,Tree,17.03,27.180,-81.350,90,22.30,1320.00,1294.00,231.73
Rhus copallinum,Anacardiaceae,angio,Shrub,4.72,27.180,-81.350,90,22.30,1320.00,1294.00,231.73
Sideroxylon celastrinum,Sapotaceae,angio,Tree,3.63,27.180,-81.350,90,22.30,1320.00,1294.00,231.73
Zanthoxylum clava-herculis,Rutaceae,angio,Tree,7.97,27.180,-81.350,90,22.30,1320.00,1294.00,231.73
Acer rubrum,Sapindaceae,angio,Tree,12.92,26.170,-81.340,4,24.30,1500.00,1239.00,238.97
Ardisia escallonioides,Primulaceae,angio,Tree,25.73,26.170,-81.340,4,24.30,1500.00,1239.00,238.97
Bursera simaruba,Burseraceae,angio,Tree,11.39,26.170,-81.340,4,24.30,1500.00,1239.00,238.97
Callicarpa americana,Lamiaceae,angio,Shrub,45.48,26.170,-81.340,4,24.30,1500.00,1239.00,238.97
Erythrina herbacea,Fabaceae,angio,Shrub,19.04,26.170,-81.340,4,24.30,1500.00,1239.00,238.97
Eugenia sp_#1,Myrtaceae,angio,Tree,16.63,26.170,-81.340,4,24.30,1500.00,1239.00,238.97
Eugenia sp_#2,Myrtaceae,angio,Tree,9.11,26.170,-81.340,4,24.30,1500.00,1239.00,238.97
Ficus aurea,Moraceae,angio,Tree,45.34,26.170,-81.340,4,24.30,1500.00,1239.00,238.97
Magnolia virginiana,Magnoliaceae,angio,Tree,32.23,26.170,-81.340,4,24.30,1500.00,1239.00,238.97
Morella cerifera,Myricaceae,angio,Shrub,9.88,26.170,-81.340,4,24.30,1500.00,1239.00,238.97
Myrsine floridana,Primulaceae,angio,Shrub,32.86,26.170,-81.340,4,24.30,1500.00,1239.00,238.97
Persea borbonia,Lauraceae,angio,Shrub,10.18,26.170,-81.340,4,24.30,1500.00,1239.00,238.97
Psychotria tenuifolia,Rubiaceae,angio,Shrub,14.63,26.170,-81.340,4,24.30,1500.00,1239.00,238.97
Quercus geminata,Fagaceae,angio,Tree,12.91,26.170,-81.340,4,24.30,1500.00,1239.00,238.97
Quercus laurifolia,Fagaceae,angio,Tree,12.22,26.170,-81.340,4,24.30,1500.00,1239.00,238.97
Trema lamarckiana,Cannabaceae,angio,Tree,6.48,26.170,-81.340,4,24.30,1500.00,1239.00,238.97
Ximenia americana,Ximeniaceae,angio,Tree,13.17,26.170,-81.340,4,24.30,1500.00,1239.00,238.97
Acacia hayesii,Fabaceae,angio,Shrub,0.2,9.167,-79.850,165,25.80,2640.00,2608.00,213.04
Anacardium excelsum,Anacardiaceae,angio,Tree,140.6,9.167,-79.850,165,25.80,2640.00,2608.00,213.04
Apeiba membranacea,Malvaceae,angio,Tree,38.2,9.167,-79.850,165,25.80,2640.00,2608.00,213.04
Celtis iguanaea,Cannabaceae,angio,Tree,17.2,9.167,-79.850,165,25.80,2640.00,2608.00,213.04
Chondrodendron tomentosum,Menispermaceae,angio,Liana,95.9,9.167,-79.850,165,25.80,2640.00,2608.00,213.04
Chrysophyllum sp1313,Sapotaceae,angio,Tree,24.3,9.167,-79.850,165,25.80,2640.00,2608.00,213.04
Clusia sp1314,Clusiaceae,angio,Shrub,20.1,9.167,-79.850,165,25.80,2640.00,2608.00,213.04
Connarus turczaninowii,Connaraceae,angio,Liana,14.6,9.167,-79.850,165,25.80,2640.00,2608.00,213.04
Cordia sp1318,Boraginaceae,angio,Tree,31.7,9.167,-79.850,165,25.80,2640.00,2608.00,213.04
Coussapoa asperifolia subsp. magnifolia,Urticaceae,angio,HmEpi,388.3,9.167,-79.850,165,25.80,2640.00,2608.00,213.04
Dendropanax arboreus,Araliaceae,angio,Tree,83.6,9.167,-79.850,165,25.80,2640.00,2608.00,213.04
Schefflera morototoni,Araliaceae,angio,Tree,32.5,9.167,-79.850,165,25.80,2640.00,2608.00,213.04
Erythroxylum skutchii,Erythroxylaceae,angio,Shrub,165.7,9.167,-79.850,165,25.80,2640.00,2608.00,213.04
Garcinia elliptica,Clusiaceae,angio,Tree,75.1,9.167,-79.850,165,25.80,2640.00,2608.00,213.04
Gnetum leyboldii,Gnetaceae,gymno,Liana,33.2,9.167,-79.850,165,25.80,2640.00,2608.00,213.04
Guapira myrtiflora,Nyctaginaceae,angio,Tree,82.5,9.167,-79.850,165,25.80,2640.00,2608.00,213.04
Guarea sp1340,Meliaceae,angio,Tree,62.1,9.167,-79.850,165,25.80,2640.00,2608.00,213.04
Heteropteris laurifolia,Malpighiaceae,angio,Tree,77.7,9.167,-79.850,165,25.80,2640.00,2608.00,213.04
Hieronyma alchorneoides,Phyllanthaceae,angio,Tree,52.8,9.167,-79.850,165,25.80,2640.00,2608.00,213.04
Inga ruiziana,Fabaceae,angio,Tree,45.1,9.167,-79.850,165,25.80,2640.00,2608.00,213.04
Inga semialata,Fabaceae,angio,Tree,19.7,9.167,-79.850,165,25.80,2640.00,2608.00,213.04
Inga quaternata,Fabaceae,angio,Tree,29.1,9.167,-79.850,165,25.80,2640.00,2608.00,213.04
Inga sp1357,Fabaceae,angio,Tree,11.4,9.167,-79.850,165,25.80,2640.00,2608.00,213.04
Luehea seemannii,Malvaceae,angio,Tree,22.4,9.167,-79.850,165,25.80,2640.00,2608.00,213.04
Trophis caucana,Moraceae,angio,Tree,211.5,9.167,-79.850,165,25.80,2640.00,2608.00,213.04
Paullinia sp1377,Sapindaceae,angio,Liana,69,9.167,-79.850,165,25.80,2640.00,2608.00,213.04
Pourouma sp1383,Urticaceae,angio,Tree,173.3,9.167,-79.850,165,25.80,2640.00,2608.00,213.04
Sloanea terniflora,Elaeocarpaceae,angio,Tree,41.5,9.167,-79.850,165,25.80,2640.00,2608.00,213.04
Sterculia sp1398,Malvaceae,angio,Tree,235.3,9.167,-79.850,165,25.80,2640.00,2608.00,213.04
Strychnos sp1399,Loganiaceae,angio,Tree,19.3,9.167,-79.850,165,25.80,2640.00,2608.00,213.04
Swartzia panamensis,Fabaceae,angio,Tree,79.5,9.167,-79.850,165,25.80,2640.00,2608.00,213.04
Syzygium sp1403,Myrtaceae,angio,Tree,112.2,9.167,-79.850,165,25.80,2640.00,2608.00,213.04
Terminalia amazonia,Combretaceae,angio,Tree,9,9.167,-79.850,165,25.80,2640.00,2608.00,213.04
Tetrathylacium johansenii,Salicaceae,angio,Tree,64.5,9.167,-79.850,165,25.80,2640.00,2608.00,213.04
Turnera sp1419,Passifloraceae,angio,Herb,33.8,9.167,-79.850,165,25.80,2640.00,2608.00,213.04
Zanthoxylum juniperinum,Rutaceae,angio,Tree,60.6,9.167,-79.850,165,25.80,2640.00,2608.00,213.04
Arctagrostis sp1432,Poaceae,angio,Grass,13.6,68.630,-149.570,760,-9.30,400.00,65.00,95.58
Arctostaphylos sp1434,Ericaceae,angio,Shrub,3.59,68.630,-149.570,760,-9.30,400.00,65.00,95.58
Betula nana,Betulaceae,angio,Shrub,1.45,68.630,-149.570,760,-9.30,400.00,65.00,95.58
Betula nana,Betulaceae,angio,Shrub,1.08,68.630,-149.570,760,-9.30,400.00,65.00,95.58
Carex bigelowii,Cyperaceae,angio,Grass,24.13,68.630,-149.570,760,-9.30,400.00,65.00,95.58
Cassiope tetragona,Ericaceae,angio,Shrub,0.19,68.630,-149.570,760,-9.30,400.00,65.00,95.58
Cassiope tetragona,Ericaceae,angio,Shrub,0.15,68.630,-149.570,760,-9.30,400.00,65.00,95.58
Dryas sp1556,Rosaceae,angio,Shrub,5.84,68.630,-149.570,760,-9.30,400.00,65.00,95.58
Empetrum nigrum,Ericaceae,angio,Shrub,0.05,68.630,-149.570,760,-9.30,400.00,65.00,95.58
Eriophorum angustifolium,Cyperaceae,angio,Grass,27.08,68.630,-149.570,760,-9.30,400.00,65.00,95.58
Eriophorum vaginatum,Cyperaceae,angio,Grass,9.81,68.630,-149.570,760,-9.30,400.00,65.00,95.58
Eriophorum vaginatum,Cyperaceae,angio,Grass,10.51,68.630,-149.570,760,-9.30,400.00,65.00,95.58
Ledum palustre,Ericaceae,angio,Shrub,11.86,68.630,-149.570,760,-9.30,400.00,65.00,95.58
Pedicularis sp1674,Orobanchaceae,angio,Herb,3.56,68.630,-149.570,760,-9.30,400.00,65.00,95.58
Rubus chamaemorus,Rosaceae,angio,Herb,78.06,68.630,-149.570,760,-9.30,400.00,65.00,95.58
Salix sp1681,Salicaceae,angio,Shrub,79.42,68.630,-149.570,760,-9.30,400.00,65.00,95.58
Salix sp1684,Salicaceae,angio,Shrub,150.07,68.630,-149.570,760,-9.30,400.00,65.00,95.58
